Event,Division,Date,Time,Field #,Field,Stage,Game Detail,Team,Opponent,Goals,Offence Time,Offence Goals,TOs,Spirit TOs,Rules,Fouls,Fair,Att,Comm,Total
2018-WUCC,A-M,2018-07-17,09:00,27,Normal,Group,Pool Q,SWE KFUM Örebro Frisbee,MEX Fenix Ultimate,,,,,,2,2,2,3,2,11
2018-WUCC,A-M,2018-07-17,09:00,28,Normal,Group,Pool Q,TPE Daione Kumay,AUT thebigEZ,,,,,,2,3,2,3,2,12
2018-WUCC,A-M,2018-07-17,09:00,28,Normal,Group,Pool Q,AUT thebigEZ,TPE Daione Kumay,,,,,,2,3,2,3,2,12
2018-WUCC,A-W,2018-07-17,09:00,4,Normal,Group,Pool N,AUS Kaos,JPN Swampybarg,,,,,,2,1,2,3,3,11
2018-WUCC,A-W,2018-07-17,09:00,4,Normal,Group,Pool N,JPN Swampybarg,AUS Kaos,,,,,,2,2,2,2,3,11
2018-WUCC,A-W,2018-07-17,09:00,5,Normal,Group,Pool Q,CHN Sirens,MEX Malafama,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-17,09:00,5,Normal,Group,Pool Q,MEX Malafama,CHN Sirens,,,,,,1,2,2,2,2,9
2018-WUCC,A-W,2018-07-17,09:00,6,Normal,Group,Pool Q,SGP HAVOC,SGP Rampage,,,,,,2,2,3,2,2,11
2018-WUCC,A-W,2018-07-17,09:00,6,Normal,Group,Pool Q,SGP Rampage,SGP HAVOC,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-17,09:00,7,Normal,Group,Pool C,RSA UCT Flying Tigers,KOR BOOM!,,,,,,2,2,2,3,2,11
2018-WUCC,A-X,2018-07-17,09:00,7,Normal,Group,Pool C,KOR BOOM!,RSA UCT Flying Tigers,,,,,,2,2,3,3,2,12
2018-WUCC,A-X,2018-07-17,09:00,8,Normal,Group,Pool E,SGP Chuckies,NED GRUT,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-17,09:00,8,Normal,Group,Pool E,NED GRUT,SGP Chuckies,,,,,,2,3,3,2,2,12
2018-WUCC,A-X,2018-07-17,09:00,9,Normal,Group,Pool E,GBR Reading Ultimate,USA Wild Card,,,,,,1,1,3,2,2,9
2018-WUCC,A-X,2018-07-17,09:00,9,Normal,Group,Pool E,USA Wild Card,GBR Reading Ultimate,,,,,,2,2,3,3,3,13
2018-WUCC,A-M,2018-07-17,11:00,1,Normal,Group,Pool I,JPN Nomadic Tribe,USA Revolver,,,,,,2,3,3,2,2,12
2018-WUCC,A-M,2018-07-17,11:00,1,Normal,Group,Pool I,USA Revolver,JPN Nomadic Tribe,,,,,,1,2,3,4,2,12
2018-WUCC,A-M,2018-07-17,11:00,10,Normal,Group,Pool R,RSA Long Donkeys,FRA IZNOGOOD,,,,,,3,2,3,2,3,13
2018-WUCC,A-M,2018-07-17,11:00,10,Normal,Group,Pool R,FRA IZNOGOOD,RSA Long Donkeys,,,,,,2,2,3,3,3,13
2018-WUCC,A-W,2018-07-17,11:00,11,Normal,Group,Pool I,CAN Iris,USA Fury,,,,,,2,1,2,3,2,10
2018-WUCC,A-W,2018-07-17,11:00,11,Normal,Group,Pool I,USA Fury,CAN Iris,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-17,11:00,12,Normal,Group,Pool I,GBR Iceni,USA Seattle Riot,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-17,11:00,12,Normal,Group,Pool I,USA Seattle Riot,GBR Iceni,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-17,11:00,13,Normal,Group,Pool A,GER Colorado,CAN Battleship,,,,,,1,2,1,2,1,7
2018-WUCC,A-X,2018-07-17,11:00,13,Normal,Group,Pool A,CAN Battleship,GER Colorado,,,,,,1,2,1,2,3,9
2018-WUCC,A-W,2018-07-17,11:00,14,Normal,Group,Pool J,JPN UNO,USA Boston Brute Squad,,,,,,2,1,2,2,2,9
2018-WUCC,A-W,2018-07-17,11:00,14,Normal,Group,Pool J,USA Boston Brute Squad,JPN UNO,,,,,,2,2,1,2,2,9
2018-WUCC,A-W,2018-07-17,11:00,16,Normal,Group,Pool O,GBR Nice Bristols,CAN Traffic,,,,,,1,2,2,0,3,8
2018-WUCC,A-W,2018-07-17,11:00,16,Normal,Group,Pool O,CAN Traffic,GBR Nice Bristols,,,,,,2,1,3,3,2,11
2018-WUCC,A-W,2018-07-17,11:00,17,Normal,Group,Pool P,FIN Helsinki Ultimate,FIN Atletico,,,,,,2,2,1,2,2,9
2018-WUCC,A-W,2018-07-17,11:00,17,Normal,Group,Pool P,FIN Atletico,FIN Helsinki Ultimate,,,,,,2,2,1,2,2,9
2018-WUCC,A-W,2018-07-17,11:00,18,Normal,Group,Pool O,GBR SYC,AUT Mantis,,,,,,2,2,3,3,2,12
2018-WUCC,A-W,2018-07-17,11:00,18,Normal,Group,Pool O,AUT Mantis,GBR SYC,,,,,,2,2,2,3,3,12
2018-WUCC,A-W,2018-07-17,11:00,20,Normal,Group,Pool P,BEL Gentleladies,AUS Ellipsis,,,,,,3,2,3,2,2,12
2018-WUCC,A-W,2018-07-17,11:00,20,Normal,Group,Pool P,AUS Ellipsis,BEL Gentleladies,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-17,11:00,21,Normal,Group,Pool R,NZL ChCh Chicks,COL Bamboo,,,,,,1,2,2,2,1,8
2018-WUCC,A-W,2018-07-17,11:00,21,Normal,Group,Pool R,COL Bamboo,NZL ChCh Chicks,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-17,11:00,22,Normal,Group,Pool J,RUS Brilliance,CAN 6ixers,,,,,,1,2,2,3,2,10
2018-WUCC,A-W,2018-07-17,11:00,22,Normal,Group,Pool J,CAN 6ixers,RUS Brilliance,,,,,,2,1,2,2,2,9
2018-WUCC,A-M,2018-07-17,11:00,23,Normal,Group,Pool I,COL Euforia,GER Bad Skid,,,,,,1,1,1,2,1,6
2018-WUCC,A-M,2018-07-17,11:00,23,Normal,Group,Pool I,GER Bad Skid,COL Euforia,,,,,,2,2,1,1,2,8
2018-WUCC,A-W,2018-07-17,11:00,24,Normal,Group,Pool R,POL Troubles,SWE KFUM Örebro Frisbee,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-17,11:00,24,Normal,Group,Pool R,SWE KFUM Örebro Frisbee,POL Troubles,,,,,,1,2,2,2,2,9
2018-WUCC,A-X,2018-07-17,11:00,25,Normal,Group,Pool A,MEX Cóndor Ultimate,COL Macondo,,,,,,2,1,2,1,2,8
2018-WUCC,A-X,2018-07-17,11:00,25,Normal,Group,Pool A,COL Macondo,MEX Cóndor Ultimate,,,,,,2,1,2,2,1,8
2018-WUCC,A-X,2018-07-17,11:00,26,Normal,Group,Pool G,ESP Disctèrics,AUS Friskee,,,,,,2,1,2,2,2,9
2018-WUCC,A-X,2018-07-17,11:00,26,Normal,Group,Pool G,AUS Friskee,ESP Disctèrics,,,,,,2,2,1,1,2,8
2018-WUCC,A-X,2018-07-17,11:00,27,Normal,Group,Pool G,COL Urosoul,GER Hässliche Erdferkel,,,,,,2,1,1,1,2,7
2018-WUCC,A-X,2018-07-17,11:00,27,Normal,Group,Pool G,GER Hässliche Erdferkel,COL Urosoul,,,,,,1,1,2,1,2,7
2018-WUCC,A-X,2018-07-17,11:00,28,Normal,Group,Pool G,SUI Panthers Bern,JPN IKU,,,,,,2,3,3,3,2,13
2018-WUCC,A-X,2018-07-17,11:00,28,Normal,Group,Pool G,JPN IKU,SUI Panthers Bern,,,,,,2,2,2,3,3,12
2018-WUCC,A-X,2018-07-17,11:00,29,Normal,Group,Pool A,URU Charrúa,USA Seattle Mixtape,,,,,,2,3,3,3,3,14
2018-WUCC,A-X,2018-07-17,11:00,29,Normal,Group,Pool A,USA Seattle Mixtape,URU Charrúa,,,,,,3,2,3,3,2,13
2018-WUCC,A-M,2018-07-17,11:00,3,Normal,Group,Pool J,AUS Juggernaut,USA Doublewide,,,,,,2,2,2,2,2,10
2018-WUCC,A-M,2018-07-17,11:00,3,Normal,Group,Pool J,USA Doublewide,AUS Juggernaut,,,,,,2,2,2,2,2,10
2018-WUCC,A-M,2018-07-17,11:00,4,Normal,Group,Pool J,CAN General Strike,GBR Chevron Action Flash,,,,,,1,1,2,2,2,8
2018-WUCC,A-M,2018-07-17,11:00,4,Normal,Group,Pool J,GBR Chevron Action Flash,CAN General Strike,,,,,,1,2,3,2,3,11
2018-WUCC,A-M,2018-07-17,11:00,5,Normal,Group,Pool O,BEL Freezzz Beezzz,DEN Ragnarok,,,,,,2,2,3,2,2,11
2018-WUCC,A-M,2018-07-17,11:00,5,Normal,Group,Pool O,DEN Ragnarok,BEL Freezzz Beezzz,,,,,,3,3,3,2,2,13
2018-WUCC,A-M,2018-07-17,11:00,6,Normal,Group,Pool O,JPN Heat Haze,SUI Freespeed,,,,,,2,2,3,3,3,13
2018-WUCC,A-M,2018-07-17,11:00,6,Normal,Group,Pool O,SUI Freespeed,JPN Heat Haze,,,,,,2,2,2,2,3,11
2018-WUCC,A-M,2018-07-17,11:00,7,Normal,Group,Pool P,GER Family Ultimate,COL Comunidad El Oso,,,,,,2,1,2,3,2,10
2018-WUCC,A-M,2018-07-17,11:00,7,Normal,Group,Pool P,COL Comunidad El Oso,GER Family Ultimate,,,,,,1,1,1,1,2,6
2018-WUCC,A-M,2018-07-17,11:00,8,Normal,Group,Pool P,CHN Shanghai Chuchai,AUT FWD>>,,,,,,2,2,2,3,2,11
2018-WUCC,A-M,2018-07-17,11:00,8,Normal,Group,Pool P,AUT FWD>>,CHN Shanghai Chuchai,,,,,,2,2,3,3,2,12
2018-WUCC,A-M,2018-07-17,11:00,9,Normal,Group,Pool R,RUS Sokol,IRL PELT Ultimate,,,,,,2,3,3,2,3,13
2018-WUCC,A-M,2018-07-17,11:00,9,Normal,Group,Pool R,IRL PELT Ultimate,RUS Sokol,,,,,,1,2,1,3,2,9
2018-WUCC,A-X,2018-07-17,13:00,1,Normal,Group,Pool B,IND Stall7,GER Sugar Mix,,,,,,2,1,2,2,2,9
2018-WUCC,A-X,2018-07-17,13:00,1,Normal,Group,Pool B,GER Sugar Mix,IND Stall7,,,,,,2,2,2,3,2,11
2018-WUCC,A-M,2018-07-17,13:00,10,Normal,Group,Pool L,FRA TCHAC,CAN Goat,,,,,,2,2,3,2,2,11
2018-WUCC,A-M,2018-07-17,13:00,10,Normal,Group,Pool L,CAN Goat,FRA TCHAC,,,,,,3,2,3,3,3,14
2018-WUCC,A-M,2018-07-17,13:00,11,Normal,Group,Pool M,FIN OTSO,SGP Crackerjacks,,,,,,2,1,2,3,2,10
2018-WUCC,A-M,2018-07-17,13:00,11,Normal,Group,Pool M,SGP Crackerjacks,FIN OTSO,,,,,,2,1,2,1,2,8
2018-WUCC,A-M,2018-07-17,13:00,12,Normal,Group,Pool M,SUI Flying Angels Bern,DOM Relámpagos,,,,,,2,2,3,2,2,11
2018-WUCC,A-M,2018-07-17,13:00,12,Normal,Group,Pool M,DOM Relámpagos,SUI Flying Angels Bern,,,,,,2,1,2,2,3,10
2018-WUCC,A-M,2018-07-17,13:00,13,Normal,Group,Pool N,AUS Hot Chilly,NZL Wildcats,,,,,,2,2,3,3,3,13
2018-WUCC,A-M,2018-07-17,13:00,13,Normal,Group,Pool N,NZL Wildcats,AUS Hot Chilly,,,,,,2,2,2,2,2,10
2018-WUCC,A-M,2018-07-17,13:00,14,Normal,Group,Pool K,USA Ring of Fire,GBR Clapham Ultimate,,,,,,2,2,3,2,2,11
2018-WUCC,A-M,2018-07-17,13:00,14,Normal,Group,Pool K,GBR Clapham Ultimate,USA Ring of Fire,,,,,,2,2,3,2,3,12
2018-WUCC,A-M,2018-07-17,13:00,15,Normal,Group,Pool N,GBR Devon,BEL Mooncatchers,,,,,,2,2,1,3,2,10
2018-WUCC,A-M,2018-07-17,13:00,15,Normal,Group,Pool N,BEL Mooncatchers,GBR Devon,,,,,,2,2,3,2,2,11
2018-WUCC,A-M,2018-07-17,13:00,16,Normal,Group,Pool Q,TPE Daione Kumay,MEX Fenix Ultimate,,,,,,2,2,3,3,3,13
2018-WUCC,A-M,2018-07-17,13:00,16,Normal,Group,Pool Q,MEX Fenix Ultimate,TPE Daione Kumay,,,,,,2,3,1,3,2,11
2018-WUCC,A-X,2018-07-17,13:00,17,Normal,Group,Pool H,GBR SMOG,USA Slow White,,,,,,2,3,2,3,2,12
2018-WUCC,A-X,2018-07-17,13:00,17,Normal,Group,Pool H,USA Slow White,GBR SMOG,,,,,,2,2,2,3,3,12
2018-WUCC,A-M,2018-07-17,13:00,18,Normal,Group,Pool Q,SWE KFUM Örebro Frisbee,AUT thebigEZ,,,,,,2,3,2,2,3,12
2018-WUCC,A-M,2018-07-17,13:00,18,Normal,Group,Pool Q,AUT thebigEZ,SWE KFUM Örebro Frisbee,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-17,13:00,19,Normal,Group,Pool K,JPN MUD,USA Molly Brown Ultimate,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-17,13:00,19,Normal,Group,Pool K,USA Molly Brown Ultimate,JPN MUD,,,,,,2,2,2,3,3,12
2018-WUCC,A-X,2018-07-17,13:00,2,Normal,Group,Pool H,VEN Yanomami,JPN Cafe de Luida,,,,,,2,2,2,3,2,11
2018-WUCC,A-X,2018-07-17,13:00,2,Normal,Group,Pool H,JPN Cafe de Luida,VEN Yanomami,,,,,,2,2,2,3,3,12
2018-WUCC,A-W,2018-07-17,13:00,20,Normal,Group,Pool K,SUI ZUF,COL Revolution,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-17,13:00,20,Normal,Group,Pool K,COL Revolution,SUI ZUF,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-17,13:00,21,Normal,Group,Pool L,COL AeroSoul,USA Atlanta Ozone,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-17,13:00,21,Normal,Group,Pool L,USA Atlanta Ozone,COL AeroSoul,,,,,,2,2,2,3,3,12
2018-WUCC,A-X,2018-07-17,13:00,22,Normal,Group,Pool H,ESP Mubidisk,NZL Black Sheep,,,,,,2,2,3,3,3,13
2018-WUCC,A-X,2018-07-17,13:00,22,Normal,Group,Pool H,NZL Black Sheep,ESP Mubidisk,,,,,,2,2,1,2,2,9
2018-WUCC,A-W,2018-07-17,13:00,24,Normal,Group,Pool L,ITA CUSB SHOUT,JPN HUCK,,,,,,2,2,3,3,2,12
2018-WUCC,A-W,2018-07-17,13:00,24,Normal,Group,Pool L,JPN HUCK,ITA CUSB SHOUT,,,,,,2,2,2,2,3,11
2018-WUCC,A-W,2018-07-17,13:00,25,Normal,Group,Pool M,CAN Fusion,GER Mainzelmädchen,,,,,,2,3,3,3,2,13
2018-WUCC,A-W,2018-07-17,13:00,25,Normal,Group,Pool M,GER Mainzelmädchen,CAN Fusion,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-17,13:00,26,Normal,Group,Pool M,TPE Daione Kumay,FRA YAKA,,,,,,2,2,2,3,3,12
2018-WUCC,A-W,2018-07-17,13:00,26,Normal,Group,Pool M,FRA YAKA,TPE Daione Kumay,,,,,,2,1,1,2,2,8
2018-WUCC,A-W,2018-07-17,13:00,27,Normal,Group,Pool N,JPN Swampybarg,SUI FABulous,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-17,13:00,27,Normal,Group,Pool N,SUI FABulous,JPN Swampybarg,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-17,13:00,28,Normal,Group,Pool N,AUS Kaos,GER Seagulls,,,,,,3,2,2,3,2,12
2018-WUCC,A-W,2018-07-17,13:00,28,Normal,Group,Pool N,GER Seagulls,AUS Kaos,,,,,,2,3,3,4,2,14
2018-WUCC,A-W,2018-07-17,13:00,29,Normal,Group,Pool Q,SGP HAVOC,MEX Malafama,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-17,13:00,29,Normal,Group,Pool Q,MEX Malafama,SGP HAVOC,,,,,,2,2,2,2,3,11
2018-WUCC,A-W,2018-07-17,13:00,4,Normal,Group,Pool Q,CHN Sirens,SGP Rampage,,,,,,2,3,3,3,3,14
2018-WUCC,A-W,2018-07-17,13:00,4,Normal,Group,Pool Q,SGP Rampage,CHN Sirens,,,,,,2,1,2,2,2,9
2018-WUCC,A-X,2018-07-17,13:00,5,Normal,Group,Pool B,CHI Disco Sour,USA AMP,,,,,,2,3,2,3,2,12
2018-WUCC,A-X,2018-07-17,13:00,5,Normal,Group,Pool B,USA AMP,CHI Disco Sour,,,,,,2,2,2,3,3,12
2018-WUCC,A-X,2018-07-17,13:00,6,Normal,Group,Pool B,GBR Black Eagles,CAN Banana Cutters,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-17,13:00,6,Normal,Group,Pool B,CAN Banana Cutters,GBR Black Eagles,,,,,,2,1,2,2,2,9
2018-WUCC,A-M,2018-07-17,13:00,8,Normal,Group,Pool K,ITA CUSB,IRL Ranelagh,,,,,,3,2,2,2,2,11
2018-WUCC,A-M,2018-07-17,13:00,8,Normal,Group,Pool K,IRL Ranelagh,ITA CUSB,,,,,,2,3,2,3,2,12
2018-WUCC,A-M,2018-07-17,13:00,9,Normal,Group,Pool L,VEN Warao Ultimate Club,AUS Colony,,,,,,3,3,3,2,3,14
2018-WUCC,A-M,2018-07-17,13:00,9,Normal,Group,Pool L,AUS Colony,VEN Warao Ultimate Club,,,,,,2,2,2,2,2,10
2018-WUCC,A-M,2018-07-17,15:00,10,Normal,Group,Pool R,RUS Sokol,FRA IZNOGOOD,,,,,,3,1,2,2,3,11
2018-WUCC,A-M,2018-07-17,15:00,10,Normal,Group,Pool R,FRA IZNOGOOD,RUS Sokol,,,,,,1,2,2,2,1,8
2018-WUCC,A-X,2018-07-17,15:00,11,Normal,Crossover,Crossover 4v5,KOR BOOM!,NED GRUT,,,,,,2,2,3,3,3,13
2018-WUCC,A-X,2018-07-17,15:00,11,Normal,Crossover,Crossover 4v5,NED GRUT,KOR BOOM!,,,,,,2,2,3,3,3,13
2018-WUCC,A-W,2018-07-17,15:00,12,Normal,Group,Pool I,GBR Iceni,CAN Iris,,,,,,2,2,2,2,3,11
2018-WUCC,A-W,2018-07-17,15:00,12,Normal,Group,Pool I,CAN Iris,GBR Iceni,,,,,,2,2,3,2,3,12
2018-WUCC,A-W,2018-07-17,15:00,13,Normal,Group,Pool J,CAN 6ixers,USA Boston Brute Squad,,,,,,2,2,2,2,3,11
2018-WUCC,A-W,2018-07-17,15:00,13,Normal,Group,Pool J,USA Boston Brute Squad,CAN 6ixers,,,,,,2,3,3,3,3,14
2018-WUCC,A-X,2018-07-17,15:00,14,Normal,Crossover,Crossover 4v5,HKG Hong Kong NEON,FRA Sesquidistus,,,,,,3,2,2,2,3,12
2018-WUCC,A-X,2018-07-17,15:00,14,Normal,Crossover,Crossover 4v5,FRA Sesquidistus,HKG Hong Kong NEON,,,,,,1,2,2,3,3,11
2018-WUCC,A-W,2018-07-17,15:00,15,Normal,Group,Pool J,RUS Brilliance,JPN UNO,,,,,,2,2,3,3,2,12
2018-WUCC,A-W,2018-07-17,15:00,15,Normal,Group,Pool J,JPN UNO,RUS Brilliance,,,,,,2,1,2,2,2,9
2018-WUCC,A-W,2018-07-17,15:00,16,Normal,Group,Pool O,AUT Mantis,CAN Traffic,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-17,15:00,16,Normal,Group,Pool O,CAN Traffic,AUT Mantis,,,,,,2,2,2,3,2,11
2018-WUCC,A-M,2018-07-17,15:00,17,Normal,Group,Pool I,GER Bad Skid,USA Revolver,,,,,,2,2,3,2,2,11
2018-WUCC,A-M,2018-07-17,15:00,17,Normal,Group,Pool I,USA Revolver,GER Bad Skid,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-17,15:00,18,Normal,Group,Pool O,GBR SYC,GBR Nice Bristols,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-17,15:00,18,Normal,Group,Pool O,GBR Nice Bristols,GBR SYC,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-17,15:00,19,Normal,Group,Pool P,AUS Ellipsis,FIN Atletico,,,,,,2,2,2,2,3,11
2018-WUCC,A-W,2018-07-17,15:00,19,Normal,Group,Pool P,FIN Atletico,AUS Ellipsis,,,,,,2,1,2,1,3,9
2018-WUCC,A-M,2018-07-17,15:00,2,Normal,Group,Pool I,COL Euforia,JPN Nomadic Tribe,,,,,,1,2,2,3,1,9
2018-WUCC,A-M,2018-07-17,15:00,2,Normal,Group,Pool I,JPN Nomadic Tribe,COL Euforia,,,,,,1,2,1,2,2,8
2018-WUCC,A-W,2018-07-17,15:00,20,Normal,Group,Pool P,BEL Gentleladies,FIN Helsinki Ultimate,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-17,15:00,20,Normal,Group,Pool P,FIN Helsinki Ultimate,BEL Gentleladies,,,,,,2,1,2,2,2,9
2018-WUCC,A-W,2018-07-17,15:00,21,Normal,Group,Pool R,COL Bamboo,POL Troubles,,,,,,2,2,1,2,2,9
2018-WUCC,A-W,2018-07-17,15:00,21,Normal,Group,Pool R,POL Troubles,COL Bamboo,,,,,,2,1,2,3,2,10
2018-WUCC,A-W,2018-07-17,15:00,22,Normal,Group,Pool I,USA Seattle Riot,USA Fury,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-17,15:00,22,Normal,Group,Pool I,USA Fury,USA Seattle Riot,,,,,,2,1,2,2,2,9
2018-WUCC,A-M,2018-07-17,15:00,23,Normal,Group,Pool J,CAN General Strike,USA Doublewide,,,,,,2,2,2,1,3,10
2018-WUCC,A-M,2018-07-17,15:00,23,Normal,Group,Pool J,USA Doublewide,CAN General Strike,,,,,,2,1,2,1,2,8
2018-WUCC,A-W,2018-07-17,15:00,24,Normal,Group,Pool R,NZL ChCh Chicks,SWE KFUM Örebro Frisbee,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-17,15:00,24,Normal,Group,Pool R,SWE KFUM Örebro Frisbee,NZL ChCh Chicks,,,,,,2,2,3,3,2,12
2018-WUCC,A-X,2018-07-17,15:00,25,Normal,Crossover,Crossover 4v5,SGP Freakshow Singapore,JPN Shinshu Loose,,,,,,1,1,2,2,2,8
2018-WUCC,A-X,2018-07-17,15:00,25,Normal,Crossover,Crossover 4v5,JPN Shinshu Loose,SGP Freakshow Singapore,,,,,,3,1,2,2,2,10
2018-WUCC,A-X,2018-07-17,15:00,27,Normal,Crossover,Crossover 6v6,RSA UCT Flying Tigers,SUI Panthers Bern,,,,,,2,2,3,3,3,13
2018-WUCC,A-X,2018-07-17,15:00,27,Normal,Crossover,Crossover 6v6,SUI Panthers Bern,RSA UCT Flying Tigers,,,,,,2,2,3,2,2,11
2018-WUCC,A-X,2018-07-17,15:00,28,Normal,Crossover,Crossover 6v6,URU Charrúa,BEL Flying Rabbits Ultimate Club,,,,,,2,2,4,3,3,14
2018-WUCC,A-X,2018-07-17,15:00,28,Normal,Crossover,Crossover 6v6,BEL Flying Rabbits Ultimate Club,URU Charrúa,,,,,,1,2,2,3,2,10
2018-WUCC,A-X,2018-07-17,15:00,29,Normal,Crossover,Crossover 4v5,SGP Chuckies,KEN Kisumu Frisbee Club,,,,,,2,2,3,3,2,12
2018-WUCC,A-X,2018-07-17,15:00,29,Normal,Crossover,Crossover 4v5,KEN Kisumu Frisbee Club,SGP Chuckies,,,,,,2,3,3,2,2,12
2018-WUCC,A-M,2018-07-17,15:00,4,Normal,Group,Pool J,GBR Chevron Action Flash,AUS Juggernaut,,,,,,2,1,2,1,2,8
2018-WUCC,A-M,2018-07-17,15:00,4,Normal,Group,Pool J,AUS Juggernaut,GBR Chevron Action Flash,,,,,,2,2,2,1,1,8
2018-WUCC,A-M,2018-07-17,15:00,5,Normal,Group,Pool O,SUI Freespeed,DEN Ragnarok,,,,,,1,2,2,1,3,9
2018-WUCC,A-M,2018-07-17,15:00,5,Normal,Group,Pool O,DEN Ragnarok,SUI Freespeed,,,,,,1,2,1,2,2,8
2018-WUCC,A-M,2018-07-17,15:00,6,Normal,Group,Pool O,JPN Heat Haze,BEL Freezzz Beezzz,,,,,,3,3,3,2,2,13
2018-WUCC,A-M,2018-07-17,15:00,6,Normal,Group,Pool O,BEL Freezzz Beezzz,JPN Heat Haze,,,,,,2,2,3,2,2,11
2018-WUCC,A-M,2018-07-17,15:00,7,Normal,Group,Pool P,AUT FWD>>,COL Comunidad El Oso,,,,,,1,2,1,2,0,6
2018-WUCC,A-M,2018-07-17,15:00,7,Normal,Group,Pool P,COL Comunidad El Oso,AUT FWD>>,,,,,,3,2,1,1,2,9
2018-WUCC,A-M,2018-07-17,15:00,8,Normal,Group,Pool P,GER Family Ultimate,CHN Shanghai Chuchai,,,,,,2,2,3,3,2,12
2018-WUCC,A-M,2018-07-17,15:00,8,Normal,Group,Pool P,CHN Shanghai Chuchai,GER Family Ultimate,,,,,,2,1,2,2,2,9
2018-WUCC,A-M,2018-07-17,15:00,9,Normal,Group,Pool R,RSA Long Donkeys,IRL PELT Ultimate,,,,,,2,3,2,3,2,12
2018-WUCC,A-M,2018-07-17,15:00,9,Normal,Group,Pool R,IRL PELT Ultimate,RSA Long Donkeys,,,,,,2,3,3,4,3,15
2018-WUCC,A-M,2018-07-17,17:00,12,Normal,Group,Pool K,GBR Clapham Ultimate,IRL Ranelagh,,,,,,2,2,2,3,3,12
2018-WUCC,A-M,2018-07-17,17:00,12,Normal,Group,Pool K,IRL Ranelagh,GBR Clapham Ultimate,,,,,,2,2,3,2,2,11
2018-WUCC,A-M,2018-07-17,17:00,15,Normal,Group,Pool L,FRA TCHAC,VEN Warao Ultimate Club,,,,,,2,1,3,3,2,11
2018-WUCC,A-M,2018-07-17,17:00,15,Normal,Group,Pool L,VEN Warao Ultimate Club,FRA TCHAC,,,,,,2,2,2,3,3,12
2018-WUCC,A-M,2018-07-17,17:00,17,Normal,Group,Pool K,ITA CUSB,USA Ring of Fire,,,,,,2,1,2,2,2,9
2018-WUCC,A-M,2018-07-17,17:00,17,Normal,Group,Pool K,USA Ring of Fire,ITA CUSB,,,,,,1,1,1,1,2,6
2018-WUCC,A-X,2018-07-17,17:00,18,Normal,Crossover,Crossover 4v5,NZL Black Sheep,GER Sugar Mix,,,,,,2,3,2,2,2,11
2018-WUCC,A-X,2018-07-17,17:00,18,Normal,Crossover,Crossover 4v5,GER Sugar Mix,NZL Black Sheep,,,,,,2,3,3,4,3,15
2018-WUCC,A-X,2018-07-17,17:00,19,Normal,Crossover,Crossover 4v5,CHI Disco Sour,GBR SMOG,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-17,17:00,19,Normal,Crossover,Crossover 4v5,GBR SMOG,CHI Disco Sour,,,,,,2,2,2,3,3,12
2018-WUCC,A-X,2018-07-17,17:00,20,Normal,Crossover,Crossover 6v6,ARG Argentina Ultimate Club,VEN Yanomami,,,,,,1,1,2,2,2,8
2018-WUCC,A-X,2018-07-17,17:00,20,Normal,Crossover,Crossover 6v6,VEN Yanomami,ARG Argentina Ultimate Club,,,,,,3,1,1,2,2,9
2018-WUCC,A-X,2018-07-17,17:00,21,Normal,Crossover,Crossover 6v6,IND Stall7,SUI Wizards,,,,,,3,2,1,3,2,11
2018-WUCC,A-X,2018-07-17,17:00,21,Normal,Crossover,Crossover 6v6,SUI Wizards,IND Stall7,,,,,,1,2,2,3,2,10
2018-WUCC,A-W,2018-07-17,17:00,22,Normal,Group,Pool K,COL Revolution,USA Molly Brown Ultimate,,,,,,2,2,2,2,2,10
