Event,Division,Day,Time,Field #,Field,Stage,Game Type,Team,Opponent,Rules,Fouls,Fair,Positive,Com,Our
2015 WCBU,A-W,2015-03-08,15:00,Arena,Showcase,,,USA,Germany,3,2,2,3,2,
2015 WCBU,A-W,2015-03-08,15:00,Arena,Showcase,,,Germany,USA,2,2,2,3,2,
2015 WCBU,A-X,2015-03-09,09:00,Arena,Showcase,,,Russia,Japan,2,2,2,3,3,
2015 WCBU,A-X,2015-03-09,09:00,Arena,Showcase,,,Japan,Russia,2,2,2,2,2,
2015 WCBU,A-X,2015-03-09,09:00,2,,,,Ireland,UAE,2,2,2,3,2,
2015 WCBU,A-X,2015-03-09,09:00,2,,,,UAE,Ireland,2,4,3,3,3,
2015 WCBU,A-X,2015-03-09,09:00,3,,,,Australia,Slovakia,2,2,3,3,2,
2015 WCBU,A-X,2015-03-09,09:00,3,,,,Slovakia,Australia,2,2,2,3,2,
2015 WCBU,A-X,2015-03-09,09:00,4,,,,Portugal,Switzerland,2,3,2,3,2,
2015 WCBU,A-X,2015-03-09,09:00,4,,,,Switzerland,Portugal,2,2,3,3,2,
2015 WCBU,A-X,2015-03-09,09:00,5,,,,Canada,India,3,2,3,3,3,
2015 WCBU,A-X,2015-03-09,09:00,5,,,,India,Canada,2,2,3,3,3,
2015 WCBU,A-X,2015-03-09,09:00,6,,,,Germany,Uganda,2,1,2,3,3,
2015 WCBU,A-X,2015-03-09,09:00,6,,,,Uganda,Germany,3,4,4,4,4,
2015 WCBU,A-X,2015-03-09,09:00,7,,,,Philippines,Czech Republic,3,3,2,3,3,
2015 WCBU,A-X,2015-03-09,09:00,7,,,,Czech Republic,Philippines,2,1,3,4,2,
2015 WCBU,A-X,2015-03-09,09:00,8,,,,Netherlands,Great Britain,2,2,2,3,2,
2015 WCBU,A-X,2015-03-09,09:00,8,,,,Great Britain,Netherlands,2,2,1,3,2,
2015 WCBU,A-W,2015-03-09,09:00,9,,,,Currier Island,Russia,2,1,2,2,2,
2015 WCBU,A-W,2015-03-09,09:00,9,,,,Russia,Currier Island,2,2,3,3,2,
2015 WCBU,A-W,2015-03-09,09:00,10,,,,UAE,Great Britain,2,2,2,3,3,
2015 WCBU,A-W,2015-03-09,09:00,10,,,,Great Britain,UAE,2,2,3,3,2,
2015 WCBU,M-X,2015-03-09,10:00,Arena,Showcase,,,Great Britain,Australia,2,1,3,2,3,
2015 WCBU,M-X,2015-03-09,10:00,Arena,Showcase,,,Australia,Great Britain,3,3,3,3,3,
2015 WCBU,M-X,2015-03-09,10:00,2,,,,USA,Germany,2,3,3,3,3,
2015 WCBU,M-X,2015-03-09,10:00,2,,,,Germany,USA,2,2,2,2,3,
2015 WCBU,M-X,2015-03-09,10:00,3,,,,Canada,Currier Island,2,3,2,3,2,
2015 WCBU,M-X,2015-03-09,10:00,3,,,,Currier Island,Canada,2,3,3,2,2,
2015 WCBU,M-M,2015-03-09,10:00,4,,,,Currier Island,India,2,3,3,3,2,
2015 WCBU,M-M,2015-03-09,10:00,4,,,,India,Currier Island,2,2,3,3,2,
2015 WCBU,M-M,2015-03-09,10:00,5,,,,Germany,France,2,2,3,3,3,
2015 WCBU,M-M,2015-03-09,10:00,5,,,,France,Germany,2,3,3,2,3,
2015 WCBU,M-M,2015-03-09,10:00,6,,,,Philippines,Great Britain,2,1,2,3,2,
2015 WCBU,M-M,2015-03-09,10:00,6,,,,Great Britain,Philippines,2,1,3,3,2,
2015 WCBU,M-M,2015-03-09,10:00,7,,,,Canada,USA,2,3,3,2,2,
2015 WCBU,M-M,2015-03-09,10:00,7,,,,USA,Canada,4,3,3,3,2,
2015 WCBU,M-W,2015-03-09,10:00,8,,,,Canada,Great Britain,2,3,2,3,2,
2015 WCBU,M-W,2015-03-09,10:00,8,,,,Great Britain,Canada,2,2,3,3,2,
2015 WCBU,M-W,2015-03-09,10:00,9,,,,Germany,USA,2,1,2,3,2,
2015 WCBU,M-W,2015-03-09,10:00,9,,,,USA,Germany,3,3,3,4,3,
2015 WCBU,M-W,2015-03-09,10:00,10,,,,Philippines,Currier Island,2,2,2,3,3,
2015 WCBU,M-W,2015-03-09,10:00,10,,,,Currier Island,Philippines,2,2,3,3,2,
2015 WCBU,A-M,2015-03-09,11:00,Arena,Showcase,,,Germany,Philippines,2,2,2,3,2,
2015 WCBU,A-M,2015-03-09,11:00,Arena,Showcase,,,Philippines,Germany,2,2,2,3,3,
2015 WCBU,A-M,2015-03-09,11:00,2,,,,Singapore,Ireland,2,2,3,3,2,
2015 WCBU,A-M,2015-03-09,11:00,2,,,,Ireland,Singapore,2,2,4,3,2,
2015 WCBU,A-M,2015-03-09,11:00,3,,,,Denmark,Japan,2,1,2,3,1,
2015 WCBU,A-M,2015-03-09,11:00,3,,,,Japan,Denmark,2,2,4,3,3,
2015 WCBU,A-M,2015-03-09,11:00,4,,,,India,Great Britain,2,2,2,2,2,
2015 WCBU,A-M,2015-03-09,11:00,4,,,,Great Britain,India,2,2,3,4,3,
2015 WCBU,A-M,2015-03-09,11:00,5,,,,Qatar,UAE,3,3,4,3,3,
2015 WCBU,A-M,2015-03-09,11:00,5,,,,UAE,Qatar,3,3,3,4,3,
2015 WCBU,A-M,2015-03-09,11:00,6,,,,Russia,Australia,2,1,3,3,3,
2015 WCBU,A-M,2015-03-09,11:00,6,,,,Australia,Russia,2,2,3,3,2,
2015 WCBU,A-M,2015-03-09,11:00,7,,,,Kenya,Canada,2,3,2,2,2,
2015 WCBU,A-M,2015-03-09,11:00,7,,,,Canada,Kenya,2,3,3,3,2,
2015 WCBU,A-M,2015-03-09,11:00,8,,,,France,USA,2,3,3,3,3,
2015 WCBU,A-M,2015-03-09,11:00,8,,,,USA,France,3,2,2,3,3,
2015 WCBU,GM-M,2015-03-09,12:00,Arena,Showcase,,,Germany,Sweden,2,1,1,2,2,
2015 WCBU,GM-M,2015-03-09,12:00,Arena,Showcase,,,Sweden,Germany,2,3,2,3,2,
2015 WCBU,GM-M,2015-03-09,12:00,2,,,,France,UAE,1,2,3,3,4,
2015 WCBU,GM-M,2015-03-09,12:00,2,,,,UAE,France,2,2,2,2,2,
2015 WCBU,GM-M,2015-03-09,12:00,3,,,,Canada,Currier Island,2,2,3,3,2,
2015 WCBU,GM-M,2015-03-09,12:00,3,,,,Currier Island,Canada,2,2,1,2,2,
2015 WCBU,GM-M,2015-03-09,12:00,4,,,,Great Britain,Finland,1,2,2,2,2,
2015 WCBU,GM-M,2015-03-09,12:00,4,,,,Finland,Great Britain,3,2,3,3,2,
2015 WCBU,A-W,2015-03-09,12:00,5,,,,USA,Canada,1,2,2,2,2,
2015 WCBU,A-W,2015-03-09,12:00,5,,,,Canada,USA,2,2,2,2,3,
2015 WCBU,A-W,2015-03-09,12:00,6,,,,Great Britain,Currier Island,2,2,2,3,2,
2015 WCBU,A-W,2015-03-09,12:00,6,,,,Currier Island,Great Britain,2,2,2,3,2,
2015 WCBU,A-W,2015-03-09,12:00,7,,,,Germany,UAE,2,1,2,3,2,
2015 WCBU,A-W,2015-03-09,12:00,7,,,,UAE,Germany,2,3,2,3,2,
2015 WCBU,M-X,2015-03-09,12:00,8,,,,Currier Island,Germany,2,3,3,3,2,
2015 WCBU,M-X,2015-03-09,12:00,8,,,,Germany,Currier Island,2,2,2,3,2,
2015 WCBU,M-X,2015-03-09,12:00,9,,,,Australia,Canada,2,2,2,3,3,
2015 WCBU,M-X,2015-03-09,12:00,9,,,,Canada,Australia,2,2,2,3,3,
2015 WCBU,M-X,2015-03-09,12:00,10,,,,USA,Great Britain,2,2,2,3,3,
2015 WCBU,M-X,2015-03-09,12:00,10,,,,Great Britain,USA,2,1,2,3,2,
2015 WCBU,A-X,2015-03-09,13:00,Arena,Showcase,,,Netherlands,Uganda,1,1,2,2,2,
2015 WCBU,A-X,2015-03-09,13:00,Arena,Showcase,,,Uganda,Netherlands,2,1,1,1,2,
2015 WCBU,A-X,2015-03-09,13:00,2,,,,Portugal,UAE,2,2,2,3,3,
2015 WCBU,A-X,2015-03-09,13:00,2,,,,UAE,Portugal,2,2,3,3,2,
2015 WCBU,A-X,2015-03-09,13:00,3,,,,Australia,USA,2,2,2,3,2,
2015 WCBU,A-X,2015-03-09,13:00,3,,,,USA,Australia,2,3,3,2,2,
2015 WCBU,A-X,2015-03-09,13:00,4,,,,Russia,Slovakia,2,2,2,3,3,
2015 WCBU,A-X,2015-03-09,13:00,4,,,,Slovakia,Russia,2,2,2,2,2,
2015 WCBU,A-X,2015-03-09,13:00,5,,,,Japan,Switzerland,2,2,2,1,2,
2015 WCBU,A-X,2015-03-09,13:00,5,,,,Switzerland,Japan,2,1,2,2,2,
2015 WCBU,A-X,2015-03-09,13:00,6,,,,Germany,Sweden,2,2,3,2,2,
2015 WCBU,A-X,2015-03-09,13:00,6,,,,Sweden,Germany,2,2,2,2,2,
2015 WCBU,A-X,2015-03-09,13:00,7,,,,Philippines,India,2,2,2,4,3,
2015 WCBU,A-X,2015-03-09,13:00,7,,,,India,Philippines,2,2,2,3,2,
2015 WCBU,A-X,2015-03-09,13:00,8,,,,Great Britain,Czech Republic,1,2,3,1,2,
2015 WCBU,A-X,2015-03-09,13:00,8,,,,Czech Republic,Great Britain,2,3,3,2,2,
2015 WCBU,M-W,2015-03-09,13:00,9,,,,Currier Island,Germany,2,2,2,3,2,
2015 WCBU,M-W,2015-03-09,13:00,9,,,,Germany,Currier Island,2,2,2,3,2,
2015 WCBU,M-W,2015-03-09,13:00,10,,,,Philippines,Great Britain,2,2,2,3,2,
2015 WCBU,M-W,2015-03-09,13:00,10,,,,Great Britain,Philippines,2,2,2,3,2,
2015 WCBU,A-M,2015-03-09,14:00,Arena,Showcase,,,Australia,France,1,2,3,3,2,
2015 WCBU,A-M,2015-03-09,14:00,Arena,Showcase,,,France,Australia,2,2,2,2,2,
2015 WCBU,A-M,2015-03-09,14:00,2,,,,Russia,Canada,2,2,1,2,3,
2015 WCBU,A-M,2015-03-09,14:00,2,,,,Canada,Russia,2,2,2,3,2,
2015 WCBU,A-M,2015-03-09,14:00,3,,,,Qatar,Kenya,3,3,4,4,3,
2015 WCBU,A-M,2015-03-09,14:00,3,,,,Kenya,Qatar,2,3,3,3,2,
2015 WCBU,A-M,2015-03-09,14:00,4,,,,UAE,USA,3,3,3,4,3,
2015 WCBU,A-M,2015-03-09,14:00,4,,,,USA,UAE,3,3,3,4,2,
2015 WCBU,M-M,2015-03-09,14:00,5,,,,France,Canada,2,2,1,2,3,
2015 WCBU,M-M,2015-03-09,14:00,5,,,,Canada,France,2,2,2,1,2,
2015 WCBU,M-M,2015-03-09,14:00,6,,,,Germany,Great Britain,2,1,2,2,2,
2015 WCBU,M-M,2015-03-09,14:00,6,,,,Great Britain,Germany,2,1,3,3,2,
2015 WCBU,M-M,2015-03-09,14:00,7,,,,Currier Island,Philippines,1,2,3,3,2,
2015 WCBU,M-M,2015-03-09,14:00,7,,,,Philippines,Currier Island,2,2,2,3,2,
2015 WCBU,M-M,2015-03-09,14:00,8,,,,India,USA,2,2,2,3,2,
2015 WCBU,M-M,2015-03-09,14:00,8,,,,USA,India,2,2,3,3,4,
2015 WCBU,M-W,2015-03-09,14:00,9,,,,USA,Finland,2,2,2,2,2,
2015 WCBU,M-W,2015-03-09,14:00,9,,,,Finland,USA,3,3,3,4,2,
2015 WCBU,A-M,2015-03-09,15:00,Arena,Showcase,,,Denmark,Great Britain,2,2,2,2,2,
2015 WCBU,A-M,2015-03-09,15:00,Arena,Showcase,,,Great Britain,Denmark,3,3,3,3,3,
2015 WCBU,A-M,2015-03-09,15:00,2,,,,Singapore,India,1,2,2,3,2,
2015 WCBU,A-M,2015-03-09,15:00,2,,,,India,Singapore,2,2,2,3,2,
2015 WCBU,A-M,2015-03-09,15:00,3,,,,Ireland,Philippines,1,3,2,2,3,
2015 WCBU,A-M,2015-03-09,15:00,3,,,,Philippines,Ireland,3,3,3,3,3,
2015 WCBU,A-M,2015-03-09,15:00,4,,,,Japan,Germany,2,2,2,2,2,
2015 WCBU,A-M,2015-03-09,15:00,4,,,,Germany,Japan,2,2,3,3,2,
2015 WCBU,GM-M,2015-03-09,15:00,5,,,,Canada,USA,3,1,2,2,2,
2015 WCBU,GM-M,2015-03-09,15:00,5,,,,USA,Canada,3,3,3,4,3,
2015 WCBU,GM-M,2015-03-09,15:00,6,,,,Great Britain,UAE,2,2,3,3,2,
2015 WCBU,GM-M,2015-03-09,15:00,6,,,,UAE,Great Britain,2,2,2,2,2,
2015 WCBU,GM-M,2015-03-09,15:00,7,,,,Germany,Currier Island,2,3,3,3,3,
2015 WCBU,GM-M,2015-03-09,15:00,7,,,,Currier Island,Germany,2,4,4,3,3,
2015 WCBU,GM-M,2015-03-09,15:00,8,,,,Sweden,Finland,3,2,3,2,2,
2015 WCBU,GM-M,2015-03-09,15:00,8,,,,Finland,Sweden,2,2,2,2,2,
2015 WCBU,A-W,2015-03-09,15:00,9,,,,USA,UAE,2,1,2,3,2,
2015 WCBU,A-W,2015-03-09,15:00,9,,,,UAE,USA,2,3,3,3,3,
2015 WCBU,A-W,2015-03-09,15:00,10,,,,Currier Island,Germany,2,2,2,3,2,
2015 WCBU,A-W,2015-03-09,15:00,10,,,,Germany,Currier Island,2,2,2,3,2,
2015 WCBU,A-W,2015-03-09,16:00,Arena,Showcase,,,Canada,Russia,1,1,2,2,2,
2015 WCBU,A-W,2015-03-09,16:00,Arena,Showcase,,,Russia,Canada,2,2,1,3,3,
2015 WCBU,A-X,2015-03-09,16:00,2,,,,Ireland,Portugal,2,2,3,3,3,
2015 WCBU,A-X,2015-03-09,16:00,2,,,,Portugal,Ireland,2,3,2,3,3,
2015 WCBU,A-X,2015-03-09,16:00,3,,,,Russia,USA,3,2,3,3,3,
2015 WCBU,A-X,2015-03-09,16:00,3,,,,USA,Russia,2,2,2,2,3,
2015 WCBU,A-X,2015-03-09,16:00,4,,,,Japan,UAE,2,2,2,2,2,
2015 WCBU,A-X,2015-03-09,16:00,4,,,,UAE,Japan,2,3,3,4,3,
2015 WCBU,A-X,2015-03-09,16:00,5,,,,Switzerland,Slovakia,2,3,2,3,2,
2015 WCBU,A-X,2015-03-09,16:00,5,,,,Slovakia,Switzerland,2,3,3,3,2,
2015 WCBU,A-X,2015-03-09,16:00,6,,,,Canada,Philippines,2,1,2,2,2,
2015 WCBU,A-X,2015-03-09,16:00,6,,,,Philippines,Canada,1,1,1,2,1,
2015 WCBU,A-X,2015-03-09,16:00,7,,,,Netherlands,Sweden,2,2,2,2,1,
2015 WCBU,A-X,2015-03-09,16:00,7,,,,Sweden,Netherlands,2,2,2,2,2,
2015 WCBU,A-X,2015-03-09,16:00,8,,,,Great Britain,India,2,3,3,4,3,
2015 WCBU,A-X,2015-03-09,16:00,8,,,,India,Great Britain,2,2,3,3,3,
2015 WCBU,A-X,2015-03-09,16:00,9,,,,Czech Republic,Uganda,1,2,2,4,2,
2015 WCBU,A-X,2015-03-09,16:00,9,,,,Uganda,Czech Republic,3,2,3,2,2,
2015 WCBU,M-W,2015-03-09,17:00,Arena,Showcase,,,Great Britain,Finland,2,2,2,2,2,
2015 WCBU,M-W,2015-03-09,17:00,Arena,Showcase,,,Finland,Great Britain,2,3,3,3,3,
2015 WCBU,M-W,2015-03-09,17:00,2,,,,Canada,Currier Island,2,2,2,3,2,
2015 WCBU,M-W,2015-03-09,17:00,2,,,,Currier Island,Canada,2,1,2,3,2,
2015 WCBU,M-W,2015-03-09,17:00,3,,,,Germany,Philippines,2,2,2,2,2,
2015 WCBU,M-W,2015-03-09,17:00,3,,,,Philippines,Germany,2,2,3,3,3,
2015 WCBU,GM-M,2015-03-09,17:00,4,,,,France,Great Britain,3,2,3,2,3,
2015 WCBU,GM-M,2015-03-09,17:00,4,,,,Great Britain,France,2,2,3,3,2,
2015 WCBU,GM-M,2015-03-09,17:00,5,,,,Germany,USA,2,2,2,3,3,
2015 WCBU,GM-M,2015-03-09,17:00,5,,,,USA,Germany,3,2,2,2,2,
2015 WCBU,GM-M,2015-03-09,17:00,6,,,,Sweden,UAE,2,2,2,2,2,
2015 WCBU,GM-M,2015-03-09,17:00,6,,,,UAE,Sweden,2,2,2,2,2,
2015 WCBU,GM-M,2015-03-09,17:00,7,,,,Finland,Currier Island,2,3,3,3,2,
2015 WCBU,GM-M,2015-03-09,17:00,7,,,,Currier Island,Finland,2,2,2,2,3,
2015 WCBU,M-X,2015-03-09,17:00,8,,,,Great Britain,Canada,2,1,2,2,2,
2015 WCBU,M-X,2015-03-09,17:00,8,,,,Canada,Great Britain,2,2,2,3,3,
2015 WCBU,M-X,2015-03-09,17:00,9,,,,Germany,Australia,2,2,3,3,3,
2015 WCBU,M-X,2015-03-09,17:00,9,,,,Australia,Germany,2,2,2,2,2,
2015 WCBU,M-X,2015-03-09,17:00,10,,,,Currier Island,USA,2,3,2,3,2,
2015 WCBU,M-X,2015-03-09,17:00,10,,,,USA,Currier Island,2,2,3,3,3,
2015 WCBU,A-M,2015-03-10,08:00,Arena,Showcase,,,Kenya,UAE,2,1,2,2,2,
2015 WCBU,A-M,2015-03-10,08:00,Arena,Showcase,,,UAE,Kenya,3,3,2,4,3,
2015 WCBU,A-M,2015-03-10,08:00,2,,,,Japan,Philippines,2,1,2,2,2,
2015 WCBU,A-M,2015-03-10,08:00,2,,,,Philippines,Japan,2,3,2,3,2,
2015 WCBU,A-M,2015-03-10,08:00,3,,,,Great Britain,Germany,3,3,2,3,3,
2015 WCBU,A-M,2015-03-10,08:00,3,,,,Germany,Great Britain,2,2,2,2,2,
2015 WCBU,A-M,2015-03-10,08:00,4,,,,Denmark,Singapore,2,1,3,3,2,
2015 WCBU,A-M,2015-03-10,08:00,4,,,,Singapore,Denmark,2,2,2,2,2,
2015 WCBU,A-M,2015-03-10,08:00,5,,,,India,Ireland,2,2,3,3,2,
2015 WCBU,A-M,2015-03-10,08:00,5,,,,Ireland,India,2,2,1,3,1,
2015 WCBU,A-M,2015-03-10,08:00,6,,,,Canada,France,2,2,2,1,3,
2015 WCBU,A-M,2015-03-10,08:00,6,,,,France,Canada,2,1,1,2,1,
2015 WCBU,A-M,2015-03-10,08:00,7,,,,Australia,USA,2,2,2,2,2,
2015 WCBU,A-M,2015-03-10,08:00,7,,,,USA,Australia,2,3,2,3,3,
2015 WCBU,A-M,2015-03-10,08:00,8,,,,Russia,Qatar,2,2,2,3,2,
2015 WCBU,A-M,2015-03-10,08:00,8,,,,Qatar,Russia,3,3,4,3,3,
2015 WCBU,M-X,2015-03-10,08:00,9,,,,Germany,Great Britain,2,2,2,3,3,
2015 WCBU,M-X,2015-03-10,08:00,9,,,,Great Britain,Germany,2,2,3,2,3,
2015 WCBU,M-X,2015-03-10,08:00,10,,,,Canada,USA,2,2,2,2,2,
2015 WCBU,M-X,2015-03-10,08:00,10,,,,USA,Canada,1,2,3,3,2,
2015 WCBU,GM-M,2015-03-10,09:00,Arena,Showcase,,,France,Sweden,2,1,1,2,2,
2015 WCBU,GM-M,2015-03-10,09:00,Arena,Showcase,,,Sweden,France,3,3,2,2,2,
2015 WCBU,GM-M,2015-03-10,09:00,2,,,,Canada,Germany,2,1,2,2,2,
2015 WCBU,GM-M,2015-03-10,09:00,2,,,,Germany,Canada,2,2,3,3,2,
2015 WCBU,GM-M,2015-03-10,09:00,3,,,,Finland,USA,3,3,3,3,3,
2015 WCBU,GM-M,2015-03-10,09:00,3,,,,USA,Finland,1,2,2,2,2,
2015 WCBU,GM-M,2015-03-10,09:00,4,,,,Currier Island,UAE,2,2,2,3,2,
2015 WCBU,GM-M,2015-03-10,09:00,4,,,,UAE,Currier Island,2,2,2,2,2,
2015 WCBU,M-M,2015-03-10,09:00,5,,,,Great Britain,Canada,2,2,3,3,2,
2015 WCBU,M-M,2015-03-10,09:00,5,,,,Canada,Great Britain,2,1,2,1,2,
2015 WCBU,M-M,2015-03-10,09:00,6,,,,France,USA,2,2,3,3,2,
2015 WCBU,M-M,2015-03-10,09:00,6,,,,USA,France,2,2,2,3,2,
2015 WCBU,M-M,2015-03-10,09:00,7,,,,Germany,Currier Island,2,2,3,3,2,
2015 WCBU,M-M,2015-03-10,09:00,7,,,,Currier Island,Germany,2,2,3,3,2,
2015 WCBU,M-M,2015-03-10,09:00,8,,,,Philippines,India,2,2,2,2,2,
2015 WCBU,M-M,2015-03-10,09:00,8,,,,India,Philippines,1,1,2,2,2,
2015 WCBU,M-X,2015-03-10,09:00,9,,,,Australia,Currier Island,2,2,2,2,2,
2015 WCBU,M-X,2015-03-10,09:00,9,,,,Currier Island,Australia,2,1,2,2,3,
2015 WCBU,A-W,2015-03-10,09:00,10,,,,Germany,Russia,2,0,2,2,3,
2015 WCBU,A-W,2015-03-10,09:00,10,,,,Russia,Germany,2,2,1,3,3,
2015 WCBU,A-X,2015-03-10,10:00,Arena,Showcase,,,Ireland,Japan,2,3,3,2,2,
2015 WCBU,A-X,2015-03-10,10:00,Arena,Showcase,,,Japan,Ireland,2,2,3,2,2,
2015 WCBU,A-X,2015-03-10,10:00,2,,,,Germany,Netherlands,2,1,2,3,2,
2015 WCBU,A-X,2015-03-10,10:00,2,,,,Netherlands,Germany,2,2,3,2,2,
2015 WCBU,A-X,2015-03-10,10:00,3,,,,Canada,Great Britain,2,2,3,3,2,
2015 WCBU,A-X,2015-03-10,10:00,3,,,,Great Britain,Canada,2,3,3,3,2,
2015 WCBU,A-X,2015-03-10,10:00,4,,,,Czech Republic,Sweden,1,2,1,1,2,
2015 WCBU,A-X,2015-03-10,10:00,4,,,,Sweden,Czech Republic,2,2,2,2,2,
2015 WCBU,A-X,2015-03-10,10:00,5,,,,Uganda,India,2,1,2,2,2,
2015 WCBU,A-X,2015-03-10,10:00,5,,,,India,Uganda,2,1,2,2,2,
2015 WCBU,A-X,2015-03-10,10:00,6,,,,Australia,Russia,2,2,2,2,2,
2015 WCBU,A-X,2015-03-10,10:00,6,,,,Russia,Australia,3,2,2,3,3,
2015 WCBU,A-X,2015-03-10,10:00,7,,,,Switzerland,USA,2,2,3,2,3,
2015 WCBU,A-X,2015-03-10,10:00,7,,,,USA,Switzerland,2,2,2,3,2,
2015 WCBU,A-X,2015-03-10,10:00,8,,,,Slovakia,UAE,2,2,3,3,3,
2015 WCBU,A-X,2015-03-10,10:00,8,,,,UAE,Slovakia,2,2,1,3,2,
2015 WCBU,A-W,2015-03-10,10:00,9,,,,UAE,Canada,3,2,3,2,2,
2015 WCBU,A-W,2015-03-10,10:00,9,,,,Canada,UAE,2,3,3,3,2,
2015 WCBU,A-W,2015-03-10,10:00,10,,,,Great Britain,USA,1,1,2,2,2,
2015 WCBU,A-W,2015-03-10,10:00,10,,,,USA,Great Britain,1,1,1,1,1,
2015 WCBU,M-W,2015-03-10,11:00,Arena,Showcase,,,Finland,Germany,3,3,3,3,3,
2015 WCBU,M-W,2015-03-10,11:00,Arena,Showcase,,,Germany,Finland,2,2,2,3,2,
2015 WCBU,M-W,2015-03-10,11:00,2,,,,Philippines,Canada,2,3,3,3,3,
2015 WCBU,M-W,2015-03-10,11:00,2,,,,Canada,Philippines,2,2,2,3,3,
2015 WCBU,M-W,2015-03-10,11:00,3,,,,Great Britain,USA,2,2,2,2,2,
2015 WCBU,M-W,2015-03-10,11:00,3,,,,USA,Great Britain,2,3,3,3,2,
2015 WCBU,A-M,2015-03-10,11:00,4,,,,USA,Kenya,2,2,3,3,3,
2015 WCBU,A-M,2015-03-10,11:00,4,,,,Kenya,USA,2,2,2,3,2,
2015 WCBU,A-M,2015-03-10,11:00,5,,,,UAE,Russia,2,1,2,2,3,
2015 WCBU,A-M,2015-03-10,11:00,5,,,,Russia,UAE,2,2,3,3,3,
2015 WCBU,A-M,2015-03-10,11:00,6,,,,Qatar,France,3,3,3,3,3,
2015 WCBU,A-M,2015-03-10,11:00,6,,,,France,Qatar,2,2,3,3,2,
2015 WCBU,A-M,2015-03-10,11:00,7,,,,Canada,Australia,2,2,2,4,3,
2015 WCBU,A-M,2015-03-10,11:00,7,,,,Australia,Canada,1,2,1,1,1,
2015 WCBU,GM-M,2015-03-10,11:00,8,,,,Great Britain,Sweden,1,1,1,1,2,
2015 WCBU,GM-M,2015-03-10,11:00,8,,,,Sweden,Great Britain,3,2,2,3,2,
2015 WCBU,GM-M,2015-03-10,11:00,9,,,,Canada,Finland,2,2,2,2,2,
2015 WCBU,GM-M,2015-03-10,11:00,9,,,,Finland,Canada,2,2,3,3,2,
2015 WCBU,A-M,2015-03-10,12:00,Arena,Showcase,,,Great Britain,Japan,3,3,3,4,3,
2015 WCBU,A-M,2015-03-10,12:00,Arena,Showcase,,,Japan,Great Britain,2,2,3,2,3,
2015 WCBU,A-M,2015-03-10,12:00,2,,,,Philippines,India,2,2,3,3,3,
2015 WCBU,A-M,2015-03-10,12:00,2,,,,India,Philippines,2,2,2,1,3,
2015 WCBU,A-M,2015-03-10,12:00,3,,,,Ireland,Denmark,3,2,3,2,3,
2015 WCBU,A-M,2015-03-10,12:00,3,,,,Denmark,Ireland,2,3,2,3,3,
2015 WCBU,A-M,2015-03-10,12:00,4,,,,Singapore,Germany,2,2,2,2,2,
2015 WCBU,A-M,2015-03-10,12:00,4,,,,Germany,Singapore,2,2,3,2,2,
2015 WCBU,M-X,2015-03-10,12:00,5,,,,USA,Australia,2,2,2,3,3,
2015 WCBU,M-X,2015-03-10,12:00,5,,,,Australia,USA,2,2,2,3,3,
2015 WCBU,M-X,2015-03-10,12:00,6,,,,Currier Island,Great Britain,2,2,2,3,2,
2015 WCBU,M-X,2015-03-10,12:00,6,,,,Great Britain,Currier Island,2,2,2,2,2,
2015 WCBU,M-X,2015-03-10,12:00,7,,,,Germany,Canada,2,1,2,2,2,
2015 WCBU,M-X,2015-03-10,12:00,7,,,,Canada,Germany,2,2,3,3,3,
2015 WCBU,GM-M,2015-03-10,12:00,8,,,,France,Currier Island,3,3,2,3,2,
2015 WCBU,GM-M,2015-03-10,12:00,8,,,,Currier Island,France,2,2,2,2,2,
2015 WCBU,GM-M,2015-03-10,12:00,9,,,,UAE,USA,2,2,3,2,2,
2015 WCBU,GM-M,2015-03-10,12:00,9,,,,USA,UAE,2,3,3,3,3,
2015 WCBU,M-M,2015-03-10,13:00,Arena,Showcase,,,USA,Philippines,2,2,3,3,2,
2015 WCBU,M-M,2015-03-10,13:00,Arena,Showcase,,,Philippines,USA,2,2,2,2,2,
2015 WCBU,M-M,2015-03-10,13:00,2,,,,India,Germany,2,2,2,3,2,
2015 WCBU,M-M,2015-03-10,13:00,2,,,,Germany,India,1,2,3,3,3,
2015 WCBU,M-M,2015-03-10,13:00,3,,,,Currier Island,Canada,1,2,3,2,2,
2015 WCBU,M-M,2015-03-10,13:00,3,,,,Canada,Currier Island,3,2,2,2,2,
2015 WCBU,M-M,2015-03-10,13:00,4,,,,Great Britain,France,2,3,2,3,2,
2015 WCBU,M-M,2015-03-10,13:00,4,,,,France,Great Britain,2,2,2,2,2,
2015 WCBU,A-W,2015-03-10,13:00,5,,,,Germany,Canada,2,1,2,2,2,
2015 WCBU,A-W,2015-03-10,13:00,5,,,,Canada,Germany,2,2,2,3,3,
2015 WCBU,A-W,2015-03-10,13:00,6,,,,Currier Island,USA,1,2,2,3,2,
2015 WCBU,A-W,2015-03-10,13:00,6,,,,USA,Currier Island,3,2,2,4,3,
2015 WCBU,A-W,2015-03-10,13:00,7,,,,Russia,Great Britain,2,2,1,2,1,
2015 WCBU,A-W,2015-03-10,13:00,7,,,,Great Britain,Russia,1,1,1,1,1,
2015 WCBU,A-X,2015-03-10,13:00,8,,,,Portugal,Japan,1,2,2,3,2,
2015 WCBU,A-X,2015-03-10,13:00,8,,,,Japan,Portugal,2,2,1,2,2,
