Event,Division,Day,Time,Field #,Field,Stage,Game Type,Team,Opponent,Rules,Fouls,Fair,Positive,Com,Our
2014 WUCC,A-X,2014-08-02,,,,,,Shiok,Croccali,3,2,3,4,3,
2014 WUCC,A-X,2014-08-02,,,,,,Croccali,Shiok,2,2,3,2,2,
2014 WUCC,A-M,2014-08-04,,,,,,Buzz Bullets,East Midlands Open Ultimate,2,2,2,2,2,
2014 WUCC,A-M,2014-08-04,,,,,,East Midlands Open Ultimate,Buzz Bullets,2,2,3,3,2,
2014 WUCC,A-M,2014-08-04,,,,,,Iznogood,Crackerjacks Ultimate,2,3,3,3,2,
2014 WUCC,A-M,2014-08-04,,,,,,Crackerjacks Ultimate,Iznogood,2,2,3,3,2,
2014 WUCC,A-M,2014-08-04,09:00,,,,,Revolver,Mooncatchers,2,2,2,3,2,
2014 WUCC,A-M,2014-08-04,09:00,,,,,Mooncatchers,Revolver,3,2,3,2,3,
2014 WUCC,A-W,2014-08-04,09:00,,,,,Cosmic Girls,Riot,2,2,3,3,2,
2014 WUCC,A-W,2014-08-04,09:00,,,,,Riot,Cosmic Girls,2,2,2,3,3,
2014 WUCC,A-X,2014-08-04,09:00,,,,,Catchup Graz,Ghost Ultimate,2,2,2,3,2,
2014 WUCC,A-X,2014-08-04,09:00,,,,,Ghost Ultimate,Catchup Graz,2,1,2,2,3,
2014 WUCC,M-W,2014-08-04,09:00,,,,,Welldone,ROBOT,3,3,3,3,3,
2014 WUCC,M-W,2014-08-04,09:00,,,,,ROBOT,Welldone,2,2,3,2,2,
2014 WUCC,A-W,2014-08-04,09:00,,,,,U de Cologne,Nice Bristols,1,2,2,2,2,
2014 WUCC,A-W,2014-08-04,09:00,,,,,Nice Bristols,U de Cologne,2,2,2,3,2,
2014 WUCC,A-W,2014-08-04,09:00,,,,,UNO,LayD's,2,2,2,3,2,
2014 WUCC,A-W,2014-08-04,09:00,,,,,LayD's,UNO,2,2,3,3,2,
2014 WUCC,A-M,2014-08-04,09:00,,,,,Nomadic Tribe,Mubidisk,2,2,3,2,2,
2014 WUCC,A-M,2014-08-04,09:00,,,,,Mubidisk,Nomadic Tribe,2,1,2,3,2,
2014 WUCC,A-X,2014-08-04,09:00,,,,,Drag'n Thrust,Corocotta,2,2,3,3,3,
2014 WUCC,A-X,2014-08-04,09:00,,,,,Corocotta,Drag'n Thrust,2,1,2,2,3,
2014 WUCC,M-W,2014-08-04,09:00,,,,,Guacamayas,Godiva,3,2,4,3,4,
2014 WUCC,M-W,2014-08-04,09:00,,,,,Godiva,Guacamayas,2,2,3,3,2,
2014 WUCC,A-W,2014-08-04,09:00,,,,,QUB,CUSB Shout,2,2,2,2,2,
2014 WUCC,A-W,2014-08-04,09:00,,,,,CUSB Shout,QUB,3,2,3,3,2,
2014 WUCC,A-W,2014-08-04,09:00,,,,,Rogue,Traffic,1,2,2,2,2,
2014 WUCC,A-W,2014-08-04,09:00,,,,,Traffic,Rogue,2,2,3,2,2,
2014 WUCC,M-W,2014-08-04,09:00,,,,,Funky Master,PRIMAL,2,2,3,3,2,
2014 WUCC,M-W,2014-08-04,09:00,,,,,PRIMAL,Funky Master,2,2,2,3,2,
2014 WUCC,A-X,2014-08-04,09:00,,,,,Royal Goaltimate Society,Fire of Anatolia,2,2,3,3,2,
2014 WUCC,A-X,2014-08-04,09:00,,,,,Fire of Anatolia,Royal Goaltimate Society,2,2,2,2,2,
2014 WUCC,A-X,2014-08-04,11:00,,,,,DISCOUNTRY,Union,3,2,2,3,3,
2014 WUCC,A-X,2014-08-04,11:00,,,,,Union,DISCOUNTRY,2,1,3,2,2,
2014 WUCC,A-M,2014-08-04,11:00,,,,,CamboCakes,Furious George,2,1,3,2,2,
2014 WUCC,A-M,2014-08-04,11:00,,,,,Furious George,CamboCakes,2,2,2,3,2,
2014 WUCC,A-X,2014-08-04,11:00,,,,,Panthers Bern,Cambridge Ultimate,2,3,3,3,2,
2014 WUCC,A-X,2014-08-04,11:00,,,,,Cambridge Ultimate,Panthers Bern,1,2,3,3,3,
2014 WUCC,A-X,2014-08-04,11:00,,,,,Hanabi,FUJ,1,3,3,2,2,
2014 WUCC,A-X,2014-08-04,11:00,,,,,FUJ,Hanabi,2,1,2,3,2,
2014 WUCC,A-W,2014-08-04,11:00,,,,,Showdown,Artemis,2,1,3,3,3,
2014 WUCC,A-W,2014-08-04,11:00,,,,,Artemis,Showdown,3,1,2,2,2,
2014 WUCC,A-W,2014-08-04,11:00,,,,,E6,HUCK,2,2,2,3,1,
2014 WUCC,A-W,2014-08-04,11:00,,,,,HUCK,E6,2,2,3,2,2,
2014 WUCC,A-W,2014-08-04,11:00,,,,,LMS Ultimate,Woodchicas,2,2,3,3,2,
2014 WUCC,A-W,2014-08-04,11:00,,,,,Woodchicas,LMS Ultimate,2,2,2,3,3,
2014 WUCC,A-W,2014-08-04,11:00,,,,,Brilliance,Fury,3,2,3,3,2,
2014 WUCC,A-W,2014-08-04,11:00,,,,,Fury,Brilliance,2,2,2,3,3,
2014 WUCC,A-X,2014-08-04,11:00,,,,,7 Bees Ultimate Team,Junk,2,3,2,2,3,
2014 WUCC,A-X,2014-08-04,11:00,,,,,Junk,7 Bees Ultimate Team,2,2,2,3,3,
2014 WUCC,A-X,2014-08-04,11:00,,,,,Stache,Outsiterz,2,2,2,3,3,
2014 WUCC,A-X,2014-08-04,11:00,,,,,Outsiterz,Stache,1,2,3,3,3,
2014 WUCC,A-X,2014-08-04,11:00,,,,,China United Ultimate Party,Wild Card,3,2,3,2,3,
2014 WUCC,A-X,2014-08-04,11:00,,,,,Wild Card,China United Ultimate Party,2,3,3,3,2,
2014 WUCC,M-M,2014-08-04,11:00,,,,,MM,Zimmer,2,2,2,2,1,
2014 WUCC,M-M,2014-08-04,11:00,,,,,Zimmer,MM,1,2,2,2,3,
2014 WUCC,A-W,2014-08-04,11:00,,,,,ZUF,Prague Devils,2,2,2,3,3,
2014 WUCC,A-W,2014-08-04,11:00,,,,,Prague Devils,ZUF,2,2,3,2,2,
2014 WUCC,A-W,2014-08-04,11:00,,,,,Iceni,Atletico,2,2,3,2,3,
2014 WUCC,A-W,2014-08-04,11:00,,,,,Atletico,Iceni,2,2,2,2,3,
2014 WUCC,A-M,2014-08-04,11:00,,,,,Sublime,Mojra,2,2,3,2,2,
2014 WUCC,A-M,2014-08-04,11:00,,,,,Mojra,Sublime,3,2,3,3,4,
2014 WUCC,A-M,2014-08-04,11:00,,,,,Tchac,Flying Angels Bern (FAB),2,1,1,2,2,
2014 WUCC,A-M,2014-08-04,11:00,,,,,Flying Angels Bern (FAB),Tchac,2,2,2,1,2,
2014 WUCC,A-M,2014-08-04,11:00,,,,,Viksjöfors IF Ultimate,Mor ho!,2,3,3,2,2,
2014 WUCC,A-M,2014-08-04,11:00,,,,,Mor ho!,Viksjöfors IF Ultimate,1,2,2,2,2,
2014 WUCC,M-M,2014-08-04,11:00,,,,,UFO,Gronical Dizziness,2,3,3,3,3,
2014 WUCC,M-M,2014-08-04,11:00,,,,,Gronical Dizziness,UFO-fi,2,2,2,3,2,
2014 WUCC,A-X,2014-08-04,11:00,,,,,BIVNI,Croccali,2,2,2,3,2,
2014 WUCC,A-X,2014-08-04,11:00,,,,,Croccali,BIVNI,2,2,2,2,2,
2014 WUCC,A-X,2014-08-04,11:00,,,,,Shiok,Saxy Divers,2,2,1,2,2,
2014 WUCC,A-X,2014-08-04,11:00,,,,,Saxy Divers,Shiok,1,1,2,1,3,
2014 WUCC,A-M,2014-08-04,11:00,,,,,Magon,General Strike,2,2,2,3,2,
2014 WUCC,A-M,2014-08-04,11:00,,,,,General Strike,Magon,2,2,3,3,3,
2014 WUCC,M-M,2014-08-04,11:00,,,,,JUNK,FIGJAM,2,2,2,2,2,
2014 WUCC,M-M,2014-08-04,11:00,,,,,FIGJAM,JUNK,3,4,4,4,4,
2014 WUCC,M-M,2014-08-04,11:00,,,,,Eastern Greys,Ultimate Vibration,3,3,4,3,3,
2014 WUCC,M-M,2014-08-04,11:00,,,,,Ultimate Vibration,Eastern Greys,2,3,3,3,2,
2014 WUCC,M-M,2014-08-04,11:00,,,,,NSOM,Wolpertinger,2,3,3,2,3,
2014 WUCC,M-M,2014-08-04,11:00,,,,,Wolpertinger,NSOM,2,2,2,3,2,
2014 WUCC,M-M,2014-08-04,11:00,,,,,Phat Chilly,Ultimate Bergamo - Mucche,2,2,2,2,2,
2014 WUCC,M-M,2014-08-04,11:00,,,,,Ultimate Bergamo - Mucche,Phat Chilly,2,2,2,3,3,
2014 WUCC,M-M,2014-08-04,11:00,,,,,Goldfingers,Johnny Encore,2,3,3,2,3,
2014 WUCC,M-M,2014-08-04,11:00,,,,,Johnny Encore,Goldfingers,2,2,2,2,3,
2014 WUCC,M-M,2014-08-04,11:00,,,,,Boneyard,El Dorado,3,3,3,3,3,
2014 WUCC,M-M,2014-08-04,11:00,,,,,El Dorado,Boneyard,2,2,3,3,2,
2014 WUCC,A-W,2014-08-04,11:00,,,,,Sin City,Copenhagen Hucks,2,2,2,3,3,
2014 WUCC,A-W,2014-08-04,11:00,,,,,Copenhagen Hucks,Sin City,2,2,3,3,2,
2014 WUCC,A-M,2014-08-04,11:00,,,,,Espoo Ultimate Club - Otso,Colony,2,1,2,2,2,
2014 WUCC,A-M,2014-08-04,11:00,,,,,Colony,Espoo Ultimate Club - Otso,3,3,4,3,3,
2014 WUCC,A-M,2014-08-04,13:00,,,,,KFUM Örebro,Mephisto,3,2,3,3,2,
2014 WUCC,A-M,2014-08-04,13:00,,,,,Mephisto,KFUM Örebro,2,1,1,2,2,
2014 WUCC,A-M,2014-08-04,13:00,,,,,Clapham Ultimate,Ranelagh,2,2,3,3,3,
2014 WUCC,A-M,2014-08-04,13:00,,,,,Ranelagh,Clapham Ultimate,2,2,3,3,2,
2014 WUCC,A-M,2014-08-04,13:00,,,,,Comunidad el Oso,CUS Bologna,2,2,2,1,1,
2014 WUCC,A-M,2014-08-04,13:00,,,,,CUS Bologna,Comunidad el Oso,1,2,2,2,2,
2014 WUCC,A-X,2014-08-04,13:00,,,,,Freezzz Beezzz,Black Sheep,2,1,3,4,3,
2014 WUCC,A-X,2014-08-04,13:00,,,,,Black Sheep,Freezzz Beezzz,2,1,2,3,2,
2014 WUCC,M-M,2014-08-04,13:00,,,,,Dedushka,Surly,3,2,2,2,3,
2014 WUCC,M-M,2014-08-04,13:00,,,,,Surly,Dedushka,3,3,2,3,3,
2014 WUCC,A-X,2014-08-04,13:00,,,,,SLASH,UFO-nl,3,3,3,3,3,
2014 WUCC,A-X,2014-08-04,13:00,,,,,UFO,SLASH,1,2,3,3,2,
2014 WUCC,A-M,2014-08-04,13:00,,,,,Wildcats,Chevron Action Flash,2,2,2,2,1,
2014 WUCC,A-M,2014-08-04,13:00,,,,,Chevron Action Flash,Wildcats,2,1,2,1,2,
2014 WUCC,A-X,2014-08-04,13:00,,,,,Sexy Legs,Bear Cavalry,3,2,3,3,2,
2014 WUCC,A-X,2014-08-04,13:00,,,,,Bear Cavalry,Sexy Legs,2,2,2,3,2,
2014 WUCC,A-M,2014-08-04,13:00,,,,,Ragnarok,Sockeye,2,2,2,2,2,
2014 WUCC,A-M,2014-08-04,13:00,,,,,Sockeye,Ragnarok,2,2,2,3,3,
2014 WUCC,A-X,2014-08-04,13:00,,,,,Grandmaster Flash,Salaspils FK,2,2,3,3,3,
2014 WUCC,A-X,2014-08-04,13:00,,,,,Salaspils FK,Grandmaster Flash,3,2,2,3,2,
2014 WUCC,A-X,2014-08-04,13:00,,,,,Hippo,W.underteam,2,3,4,4,3,
2014 WUCC,A-X,2014-08-04,13:00,,,,,W.underteam,Hippo,2,2,3,3,2,
2014 WUCC,A-M,2014-08-04,13:00,,,,,Euforia,Heidees,3,2,3,4,3,
2014 WUCC,A-M,2014-08-04,13:00,,,,,Heidees,Euforia,2,1,3,2,2,
2014 WUCC,M-M,2014-08-04,13:00,,,,,Blue Arse Flies,Mokonui,2,2,2,3,2,
2014 WUCC,M-M,2014-08-04,13:00,,,,,Mokonui,Blue Arse Flies,2,2,3,3,2,
2014 WUCC,A-X,2014-08-04,13:00,,,,,Black Eagles,Team Fisher Price,2,2,3,3,2,
2014 WUCC,A-X,2014-08-04,13:00,,,,,Team Fisher Price,Black Eagles,3,3,3,3,3,
2014 WUCC,A-M,2014-08-04,13:00,,,,,FWD>>,Phoenix,2,2,2,2,2,
2014 WUCC,A-M,2014-08-04,13:00,,,,,Phoenix,FWD>>,3,3,3,3,3,
2014 WUCC,A-X,2014-08-04,13:00,,,,,Saints,Batmania,2,2,2,2,2,
2014 WUCC,A-X,2014-08-04,13:00,,,,,Batmania,Saints,2,1,2,2,3,
2014 WUCC,A-M,2014-08-04,13:00,,,,,Bad Skid,Relámpagos Ultimate Club,2,1,2,3,2,
2014 WUCC,A-M,2014-08-04,13:00,,,,,Relámpagos Ultimate Club,Bad Skid,3,3,2,3,3,
2014 WUCC,M-W,2014-08-04,13:00,,,,,PRIMAL,ROBOT,2,2,2,2,2,
2014 WUCC,M-W,2014-08-04,13:00,,,,,ROBOT,PRIMAL,2,2,3,3,2,
2014 WUCC,A-M,2014-08-04,13:00,,,,,Freespeed,Lézer Pávák,2,2,2,3,3,
2014 WUCC,A-M,2014-08-04,13:00,,,,,Lézer Pávák,Freespeed,2,2,2,2,2,
2014 WUCC,A-M,2014-08-04,13:00,,,,,Fénix Ultimate,Lucky Grass,2,2,2,2,2,
2014 WUCC,A-M,2014-08-04,13:00,,,,,Lucky Grass,Fénix Ultimate,2,3,2,3,4,
2014 WUCC,M-M,2014-08-04,13:00,,,,,MTX,Winnipeg Flood,2,2,1,2,1,
2014 WUCC,M-M,2014-08-04,13:00,,,,,Winnipeg Flood,MTX,1,2,2,3,2,
2014 WUCC,M-W,2014-08-04,13:00,,,,,SANZ,Vintage,2,2,2,3,2,
2014 WUCC,M-W,2014-08-04,13:00,,,,,Vintage,SANZ,3,3,2,3,2,
2014 WUCC,M-M,2014-08-04,13:00,,,,,Johnny Encore,JUNK,2,2,2,3,3,
2014 WUCC,M-M,2014-08-04,13:00,,,,,JUNK,Johnny Encore,2,2,2,3,2,
2014 WUCC,M-W,2014-08-04,13:00,,,,,GOLDEN GIRLS,Funky Master,3,4,2,4,4,
2014 WUCC,M-W,2014-08-04,13:00,,,,,Funky Master,GOLDEN GIRLS,2,2,2,2,2,
2014 WUCC,M-M,2014-08-04,,,,,,Yanomami,UFO-fi,2,2,2,2,2,
2014 WUCC,M-M,2014-08-04,,,,,,UFO,Yanomami,3,2,2,2,2,
2014 WUCC,M-M,2014-08-04,,,,,,Vigi,Zimmer,2,2,3,3,3,
2014 WUCC,M-M,2014-08-04,,,,,,Zimmer,Vigi,1,2,2,2,2,
2014 WUCC,A-W,2014-08-04,,,,,,Rogue,Nice Bristols,1,2,3,2,2,
2014 WUCC,A-W,2014-08-04,,,,,,Nice Bristols,Rogue,2,1,2,2,2,
2014 WUCC,A-M,2014-08-04,,,,,,Prague Devils,Gigolo,2,2,3,3,2,
2014 WUCC,A-M,2014-08-04,,,,,,Gigolo,Prague Devils,2,3,2,3,3,
2014 WUCC,M-M,2014-08-04,,,,,,Eastern Greys,El Dorado,2,1,2,2,2,
2014 WUCC,M-M,2014-08-04,,,,,,El Dorado,Eastern Greys,1,1,2,2,2,
2014 WUCC,A-X,2014-08-04,,,,,,Heidees Mixed,Element,2,3,3,3,3,
2014 WUCC,A-X,2014-08-04,,,,,,Element,Heidees Mixed,2,2,3,3,3,
2014 WUCC,M-M,2014-08-04,,,,,,Phat Chilly,FIGJAM,2,2,1,1,1,
2014 WUCC,M-M,2014-08-04,,,,,,FIGJAM,Phat Chilly,2,2,1,2,1,
2014 WUCC,A-W,2014-08-04,,,,,,QUB,UNO,2,1,2,2,2,
2014 WUCC,A-W,2014-08-04,,,,,,UNO,QUB,3,1,1,2,2,
2014 WUCC,M-M,2014-08-04,,,,,,Goldfingers,Ultimate Bergamo - Mucche,2,1,2,2,2,
2014 WUCC,M-M,2014-08-04,,,,,,Ultimate Bergamo - Mucche,Goldfingers,2,2,2,3,2,
2014 WUCC,A-X,2014-08-04,,,,,,Last Stand,Gecko,1,2,3,2,2,
2014 WUCC,A-X,2014-08-04,,,,,,Gecko,Last Stand,2,3,2,3,3,
2014 WUCC,A-X,2014-08-04,,,,,,BonDisc'Manche (BDM),The Ghosts,2,2,3,3,3,
2014 WUCC,A-X,2014-08-04,,,,,,The Ghosts,BonDisc'Manche (BDM),2,2,3,3,3,
2014 WUCC,A-M,2014-08-04,,,,,,Heidees,Wildcats,2,3,4,3,2,
2014 WUCC,A-M,2014-08-04,,,,,,Wildcats,Heidees,2,2,2,2,1,
2014 WUCC,A-M,2014-08-04,,,,,,Boston Ironside,Melbourne Juggernaut,3,2,3,3,3,
2014 WUCC,A-M,2014-08-04,,,,,,Melbourne Juggernaut,Boston Ironside,4,3,4,4,4,
2014 WUCC,M-M,2014-08-04,,,,,,MM,Gronical Dizziness,2,1,2,2,3,
2014 WUCC,M-M,2014-08-04,,,,,,Gronical Dizziness,MM,1,2,2,2,2,
2014 WUCC,M-M,2014-08-04,,,,,,Wolpertinger,Ultimate Vibration,2,2,2,1,2,
2014 WUCC,M-M,2014-08-04,,,,,,Ultimate Vibration,Wolpertinger,2,2,2,3,2,
2014 WUCC,M-M,2014-08-04,,,,,,NSOM,Boneyard,2,2,3,1,2,
2014 WUCC,M-M,2014-08-04,,,,,,Boneyard,NSOM,2,2,3,3,2,
2014 WUCC,A-M,2014-08-04,,,,,,Chevron Action Flash,Euforia,1,1,2,1,3,
2014 WUCC,A-M,2014-08-04,,,,,,Euforia,Chevron Action Flash,2,1,2,2,1,
2014 WUCC,A-W,2014-08-04,,,,,,U de Cologne,Traffic,2,2,2,2,2,
2014 WUCC,A-W,2014-08-04,,,,,,Traffic,U de Cologne,2,2,2,2,2,
2014 WUCC,A-M,2014-08-04,,,,,,Tchac,General Strike,2,3,3,2,2,
2014 WUCC,A-M,2014-08-04,,,,,,General Strike,Tchac,1,1,2,2,1,
2014 WUCC,A-W,2014-08-04,,,,,,UFO,Sporting Team Box Athletico United,2,3,3,3,3,
2014 WUCC,A-W,2014-08-04,,,,,,Sporting Team Box Athletico United,UFO,3,2,2,3,2,
2014 WUCC,A-M,2014-08-04,,,,,,CamboCakes,Mor ho!,2,3,2,3,2,
2014 WUCC,A-M,2014-08-04,,,,,,Mor ho!,CamboCakes,2,1,3,3,3,
2014 WUCC,A-M,2014-08-04,,,,,,Magon,Flying Angels Bern (FAB),2,1,2,2,2,
2014 WUCC,A-M,2014-08-04,,,,,,Flying Angels Bern (FAB),Magon,2,2,3,3,3,
2014 WUCC,A-M,2014-08-04,,,,,,Furious George,Viksjöfors IF Ultimate,2,2,3,3,3,
2014 WUCC,A-M,2014-08-04,,,,,,Viksjöfors IF Ultimate,Furious George,2,2,2,2,2,
2014 WUCC,A-X,2014-08-04,,,,,,China United Ultimate Party,Panthers Bern,2,2,3,3,2,
2014 WUCC,A-X,2014-08-04,,,,,,Panthers Bern,China United Ultimate Party,2,2,2,2,1,
2014 WUCC,A-X,2014-08-04,,,,,,Hanabi,Stache,3,1,1,2,2,
2014 WUCC,A-X,2014-08-04,,,,,,Stache,Hanabi,1,1,2,1,0,
2014 WUCC,A-X,2014-08-04,,,,,,Cambridge Ultimate,Wild Card,1,1,3,2,2,
2014 WUCC,A-X,2014-08-04,,,,,,Wild Card,Cambridge Ultimate,1,2,1,2,3,
2014 WUCC,A-W,2014-08-04,,,,,,CUSB Shout,LayD's,1,2,1,2,3,
2014 WUCC,A-W,2014-08-04,,,,,,LayD's,CUSB Shout,2,1,2,2,2,
2014 WUCC,A-X,2014-08-04,,,,,,Saxy Divers,BIVNI,2,2,4,3,2,
2014 WUCC,A-X,2014-08-04,,,,,,BIVNI,Saxy Divers,2,2,2,3,3,
2014 WUCC,M-M,2014-08-04,,,,,,MTX,Surly,3,3,3,3,2,
2014 WUCC,M-M,2014-08-04,,,,,,Surly,MTX,3,3,3,2,3,
2014 WUCC,M-M,2014-08-04,,,,,,Winnipeg Flood,Blue Arse Flies,2,2,2,2,2,
2014 WUCC,M-M,2014-08-04,,,,,,Blue Arse Flies,Winnipeg Flood,2,2,2,2,2,
2014 WUCC,A-W,2014-08-04,,,,,,Showdown,HUCK,3,3,3,3,3,
2014 WUCC,A-W,2014-08-04,,,,,,HUCK,Showdown,2,2,1,2,3,
2014 WUCC,A-M,2014-08-04,,,,,,FWD>>,Lézer Pávák,2,1,2,2,2,
2014 WUCC,A-M,2014-08-04,,,,,,Lézer Pávák,FWD>>,2,2,3,3,2,
2014 WUCC,A-X,2014-08-04,,,,,,Sexy Legs,SLASH,2,2,3,3,3,
2014 WUCC,A-X,2014-08-04,,,,,,SLASH,Sexy Legs,2,1,2,2,3,
2014 WUCC,A-X,2014-08-04,,,,,,Bear Cavalry,UFO-nl,2,3,2,2,2,
2014 WUCC,A-X,2014-08-04,,,,,,UFO,Bear Cavalry,3,2,2,2,3,
2014 WUCC,A-M,2014-08-04,,,,,,KFUM Örebro,Ranelagh,2,2,2,3,1,
2014 WUCC,A-M,2014-08-04,,,,,,Ranelagh,KFUM Örebro,2,1,2,3,2,
2014 WUCC,M-W,2014-08-04,,,,,,Guacamayas,SANZ,3,1,2,2,3,
2014 WUCC,M-W,2014-08-04,,,,,,SANZ,Guacamayas,1,2,2,1,2,
2014 WUCC,A-M,2014-08-04,,,,,,CUS Bologna,Bad Skid,1,2,1,1,2,
2014 WUCC,A-M,2014-08-04,,,,,,Bad Skid,CUS Bologna,3,2,1,1,1,
2014 WUCC,A-M,2014-08-04,,,,,,Relámpagos Ultimate Club,Comunidad el Oso,3,2,1,2,2,
2014 WUCC,A-M,2014-08-04,,,,,,Comunidad el Oso,Relámpagos Ultimate Club,0,1,2,1,2,
2014 WUCC,A-W,2014-08-04,,,,,,YAKA,Catarinas,2,2,2,3,2,
2014 WUCC,A-W,2014-08-04,,,,,,Catarinas,YAKA,3,1,2,4,4,
2014 WUCC,A-M,2014-08-04,,,,,,Phoenix,Freespeed,2,2,3,3,3,
2014 WUCC,A-M,2014-08-04,,,,,,Freespeed,Phoenix,2,3,3,2,3,
2014 WUCC,A-M,2014-08-04,,,,,,Johnny Bravo,Loquitos,2,2,3,2,1,
2014 WUCC,A-M,2014-08-04,,,,,,Loquitos,Johnny Bravo,3,1,3,2,3,
2014 WUCC,A-W,2014-08-04,,,,,,Iceni,ZUF,2,2,2,2,3,
2014 WUCC,A-W,2014-08-04,,,,,,ZUF,Iceni,2,2,2,2,2,
2014 WUCC,A-W,2014-08-04,,,,,,E6,Artemis,2,1,2,1,3,
2014 WUCC,A-W,2014-08-04,,,,,,Artemis,E6,2,1,2,2,2,
2014 WUCC,A-W,2014-08-04,,,,,,Prague Devils,Atletico,2,2,2,2,2,
2014 WUCC,A-W,2014-08-04,,,,,,Atletico,Prague Devils,2,2,2,3,2,
2014 WUCC,M-M,2014-08-04,,,,,,Mokonui,Dedushka,2,2,3,3,3,
2014 WUCC,M-M,2014-08-04,,,,,,Dedushka,Mokonui,3,3,3,4,3,
2014 WUCC,M-W,2014-08-04,,,,,,Welldone,Godiva,1,2,1,2,2,
2014 WUCC,M-W,2014-08-04,,,,,,Godiva,Welldone,2,2,2,3,2,
2014 WUCC,M-W,2014-08-04,,,,,,GOLDEN GIRLS,Vintage,2,3,2,3,3,
2014 WUCC,M-W,2014-08-04,,,,,,Vintage,GOLDEN GIRLS,3,3,3,3,3,
2014 WUCC,A-W,2014-08-04,,,,,,Fusion,Scandal,4,3,3,3,3,
2014 WUCC,A-W,2014-08-04,,,,,,Scandal,Fusion,2,2,2,3,2,
2014 WUCC,A-X,2014-08-04,,,,,,Macondo,Friselis,2,2,3,3,3,
2014 WUCC,A-X,2014-08-04,,,,,,Friselis,Macondo,2,2,2,2,2,
2014 WUCC,A-X,2014-08-04,,,,,,Disc-o-Fever,Roadkill,2,2,3,3,3,
2014 WUCC,A-X,2014-08-04,,,,,,Roadkill,Disc-o-Fever,2,2,3,3,2,
2014 WUCC,A-X,2014-08-04,,,,,,Hippo,Black Sheep,2,2,2,3,3,
2014 WUCC,A-X,2014-08-04,,,,,,Black Sheep,Hippo,2,2,2,2,2,
2014 WUCC,A-X,2014-08-04,,,,,,W.underteam,Freezzz Beezzz,1,1,2,2,2,
2014 WUCC,A-X,2014-08-04,,,,,,Freezzz Beezzz,W.underteam,2,3,3,2,3,
2014 WUCC,A-X,2014-08-04,,,,,,Black Eagles,Grandmaster Flash,1,2,2,2,2,
2014 WUCC,A-X,2014-08-04,,,,,,Grandmaster Flash,Black Eagles,3,2,2,2,3,
2014 WUCC,A-X,2014-08-04,,,,,,Salaspils FK,Team Fisher Price,3,2,2,3,3,
2014 WUCC,A-X,2014-08-04,,,,,,Team Fisher Price,Salaspils FK,3,2,2,3,3,
2014 WUCC,A-M,2014-08-04,,,,,,Clapham Ultimate,Mephisto,2,2,3,1,2,
2014 WUCC,A-M,2014-08-04,,,,,,Mephisto,Clapham Ultimate,2,3,2,3,2,
2014 WUCC,A-M,2014-08-04,,,,,,Frizzly Bears,BASE,2,2,3,3,2,
2014 WUCC,A-M,2014-08-04,,,,,,BASE,Frizzly Bears,2,2,3,3,2,
2014 WUCC,A-X,2014-08-04,,,,,,Polar Bears,IKU!,3,1,2,2,2,
2014 WUCC,A-X,2014-08-04,,,,,,IKU!,Polar Bears,2,2,3,3,2,
2014 WUCC,A-W,2014-08-04,,,,,,REVOLUTION,MUD,2,2,2,2,2,
2014 WUCC,A-W,2014-08-04,,,,,,MUD,REVOLUTION,2,1,3,2,2,
2014 WUCC,A-X,2014-08-04,,,,,,Outsiterz,FUJ,2,2,2,2,2,
2014 WUCC,A-X,2014-08-04,,,,,,FUJ,Outsiterz,2,2,2,2,3,
2014 WUCC,A-M,2014-08-05,09:00,,,,,CamboCakes,Viksjöfors IF Ultimate,2,1,1,1,1,
2014 WUCC,A-M,2014-08-05,09:00,,,,,Viksjöfors IF Ultimate,CamboCakes,2,2,2,3,2,
2014 WUCC,A-X,2014-08-05,09:00,,,,,Wild Card,Panthers Bern,2,3,3,3,2,
2014 WUCC,A-X,2014-08-05,09:00,,,,,Panthers Bern,Wild Card,2,1,3,2,3,
2014 WUCC,A-W,2014-08-05,09:00,,,,,HUCK,Artemis,2,2,3,2,3,
2014 WUCC,A-W,2014-08-05,09:00,,,,,Artemis,HUCK,2,3,2,3,2,
2014 WUCC,A-W,2014-08-05,09:00,,,,,Showdown,E6,4,4,4,4,4,
2014 WUCC,A-W,2014-08-05,09:00,,,,,E6,Showdown,1,2,3,2,3,
2014 WUCC,A-W,2014-08-05,09:00,,,,,Riot,Copenhagen Hucks,3,3,2,3,2,
2014 WUCC,A-W,2014-08-05,09:00,,,,,Copenhagen Hucks,Riot,2,2,3,3,2,
2014 WUCC,A-W,2014-08-05,09:00,,,,,Scandal,YAKA,2,1,2,3,2,
2014 WUCC,A-W,2014-08-05,09:00,,,,,YAKA,Scandal,2,2,2,3,2,
2014 WUCC,A-W,2014-08-05,09:00,,,,,Woodchicas,Fury,2,2,2,3,2,
2014 WUCC,A-W,2014-08-05,09:00,,,,,Fury,Woodchicas,2,2,3,3,3,
2014 WUCC,A-W,2014-08-05,09:00,,,,,Fusion,Catarinas,1,4,4,3,4,
2014 WUCC,A-W,2014-08-05,09:00,,,,,Catarinas,Fusion,3,3,3,3,3,
2014 WUCC,A-X,2014-08-05,09:00,,,,,Disc-o-Fever,Macondo,1,2,2,3,2,
2014 WUCC,A-X,2014-08-05,09:00,,,,,Macondo,Disc-o-Fever,3,2,3,2,3,
2014 WUCC,A-W,2014-08-05,09:00,,,,,Brilliance,LMS Ultimate,1,2,3,2,2,
