Event,Year,Team,Country,City,Sport,Age,Gender,Division,Seeding,Result,Games,Wins,Goals Scored,Goals Received,Offence Time,Offence Goals,Defence Time,Defence Goals,TOs,Spirit TOs,R: Rules,R: Fouls,R: Fair,R: Pos,R: Comm,R: Total,G: Rules,G: Fouls,G: Fair,G: Pos,G: Comm,G: Total
2022-WMUCC,2022,Zimmer,GBR,,Ultimate,Grand Master,Open/Men,U-G-M,,,9,,,,,,,,,,1.89,1.78,2.22,2.44,2.00,10.33,,,,,,
2022-TWG,2022,Canada,CAN,,Ultimate,A,Mixed,U-A-X,,,5,,,,,,,,,,1.80,1.80,2.40,2.20,2.20,10.40,,,,,,
2022-TWG,2022,Germany,GER,,Ultimate,A,Mixed,U-A-X,,,5,,,,,,,,,,2.00,2.00,2.60,2.00,2.40,11.00,,,,,,
2022-TWG,2022,Australia,AUS,,Ultimate,A,Mixed,U-A-X,,,5,,,,,,,,,,2.00,2.20,2.20,2.40,2.40,11.20,,,,,,
2022-TWG,2022,France,FRA,,Ultimate,A,Mixed,U-A-X,,,5,,,,,,,,,,2.00,1.80,2.20,2.60,2.00,10.60,,,,,,
2022-TWG,2022,Colombia,COL,,Ultimate,A,Mixed,U-A-X,,,5,,,,,,,,,,1.80,2.20,2.80,2.80,2.40,12.00,,,,,,
2022-TWG,2022,Japan,JPN,,Ultimate,A,Mixed,U-A-X,,,5,,,,,,,,,,2.00,2.20,2.00,2.40,1.80,10.40,,,,,,
2022-TWG,2022,Great Britain,GBR,,Ultimate,A,Mixed,U-A-X,,,5,,,,,,,,,,2.00,1.80,2.40,2.60,1.80,10.60,,,,,,
2022-TWG,2022,United States of America,USA,,Ultimate,A,Mixed,U-A-X,,,5,,,,,,,,,,1.60,2.00,2.40,2.60,2.00,10.60,,,,,,
2022-WUCC,2022,6ixers,CAN,,Ultimate,All,Women,U-A-W,,,10,,,,,,,,,,1.80,1.70,1.90,1.90,1.90,9.20,,,,,,
2022-WUCC,2022,7 Schwaben,GER,,Ultimate,All,Open,U-A-M,,,10,,,,,,,,,,1.90,2.00,2.60,2.30,2.50,11.30,,,,,,
2022-WUCC,2022,Aerosoul,COL,,Ultimate,All,Women,U-A-W,,,10,,,,,,,,,,1.80,1.60,2.00,2.10,2.00,9.50,,,,,,
2022-WUCC,2022,Alba,GBR,,Ultimate,All,Open,U-A-M,,,10,,,,,,,,,,2.10,2.10,2.00,2.90,2.50,11.60,,,,,,
2022-WUCC,2022,Alligators Masi,ITA,,Ultimate,All,Mixed,U-A-X,,,11,,,,,,,,,,1.82,1.55,2.00,2.27,2.09,9.73,,,,,,
2022-WUCC,2022,Bad Skid,GER,,Ultimate,All,Mixed,U-A-X,,,9,,,,,,,,,,1.89,2.22,1.89,2.22,2.33,10.56,,,,,,
2022-WUCC,2022,Baekho,KOR,,Ultimate,All,Mixed,U-A-X,,,9,,,,,,,,,,1.89,2.00,2.22,2.67,2.22,11.00,,,,,,
2022-WUCC,2022,Baja Ultimate,MEX,,Ultimate,All,Mixed,U-A-X,,,9,,,,,,,,,,2.00,1.89,2.22,2.56,2.44,11.11,,,,,,
2022-WUCC,2022,Bamboo,COL,,Ultimate,All,Mixed,U-A-X,,,9,,,,,,,,,,1.67,1.89,2.00,2.56,2.33,10.44,,,,,,
2022-WUCC,2022,BFG,USA,,Ultimate,All,Mixed,U-A-X,,,10,,,,,,,,,,1.80,1.70,1.80,2.10,2.20,9.60,,,,,,
2022-WUCC,2022,Blueberries,NZL,,Ultimate,All,Mixed,U-A-X,,,10,,,,,,,,,,2.20,1.90,2.20,2.30,2.10,10.70,,,,,,
2022-WUCC,2022,Boston Brutesquad,USA,,Ultimate,All,Mixed,U-A-X,,,10,,,,,,,,,,2.00,1.90,2.10,2.00,2.10,10.10,,,,,,
2022-WUCC,2022,Box Vienna Ultimate,AUT,,Ultimate,All,Mixed,U-A-X,,,10,,,,,,,,,,1.90,1.60,2.20,2.30,2.10,10.10,,,,,,
2022-WUCC,2022,Bristol Women,GBR,,Ultimate,All,Mixed,U-A-X,,,9,,,,,,,,,,1.78,2.00,2.00,2.11,2.22,10.11,,,,,,
2022-WUCC,2022,Buzz Bullets,JPN,,Ultimate,All,Mixed,U-A-X,,,10,,,,,,,,,,2.20,2.30,2.70,2.70,2.50,12.40,,,,,,
2022-WUCC,2022,Canieporci,ITA,,Ultimate,All,Mixed,U-A-X,,,10,,,,,,,,,,2.00,2.30,2.80,2.50,2.50,12.10,,,,,,
2022-WUCC,2022,Catchup,AUT,,Ultimate,All,Mixed,U-A-X,,,9,,,,,,,,,,2.00,2.00,2.33,2.56,2.22,11.11,,,,,,
2022-WUCC,2022,Charrúa,URU,,Ultimate,All,Mixed,U-A-X,,,9,,,,,,,,,,1.78,2.00,2.11,1.78,2.00,9.67,,,,,,
2022-WUCC,2022,Chevron,GBR,,Ultimate,All,Mixed,U-A-X,,,9,,,,,,,,,,1.89,2.00,2.00,2.00,2.11,10.00,,,,,,
2022-WUCC,2022,Chicago Nemesis,USA,,Ultimate,All,Mixed,U-A-X,,,10,,,,,,,,,,1.90,1.70,1.90,1.70,2.00,9.20,,,,,,
2022-WUCC,2022,Clapham Ultimate,GBR,,Ultimate,All,Mixed,U-A-X,,,10,,,,,,,,,,2.00,1.90,2.00,2.20,2.10,10.20,,,,,,
2022-WUCC,2022,Colorado,GER,,Ultimate,All,Mixed,U-A-X,,,9,,,,,,,,,,2.11,2.11,3.00,2.56,2.56,12.33,,,,,,
2022-WUCC,2022,Condor Ultimate,MEX,,Ultimate,All,Mixed,U-A-X,,,9,,,,,,,,,,1.78,2.33,2.67,2.89,2.22,11.89,,,,,,
2022-WUCC,2022,CRAZY,JPN,,Ultimate,All,Mixed,U-A-X,,,10,,,,,,,,,,1.90,2.40,2.50,2.40,2.10,11.30,,,,,,
2022-WUCC,2022,Crazy Dogs,SUI,,Ultimate,All,Mixed,U-A-X,,,8,,,,,,,,,,2.00,2.25,2.63,2.63,2.25,11.75,,,,,,
2022-WUCC,2022,CUS PADOVA Barbastreji,ITA,,Ultimate,All,Mixed,U-A-X,,,10,,,,,,,,,,2.00,2.20,2.30,2.10,2.10,10.70,,,,,,
2022-WUCC,2022,CUSB Open,ITA,,Ultimate,All,Mixed,U-A-X,,,10,,,,,,,,,,1.80,1.50,1.90,2.20,2.20,9.60,,,,,,
2022-WUCC,2022,CUSB Red Shot,ITA,,Ultimate,All,Mixed,U-A-X,,,8,,,,,,,,,,1.75,1.50,2.00,1.88,1.75,8.88,,,,,,
2022-WUCC,2022,CUSB Shout,ITA,,Ultimate,All,Mixed,U-A-X,,,10,,,,,,,,,,1.80,1.80,1.80,2.10,2.00,9.50,,,,,,
2022-WUCC,2022,D-CRASH,COL,,Ultimate,All,Mixed,U-A-X,,,9,,,,,,,,,,1.22,1.44,1.89,2.11,2.00,8.67,,,,,,
2022-WUCC,2022,Deep Space,GBR,,Ultimate,All,Mixed,U-A-X,,,10,,,,,,,,,,2.00,2.10,2.60,2.70,2.60,12.00,,,,,,
2022-WUCC,2022,Disconnection,GER,,Ultimate,All,Mixed,U-A-X,,,10,,,,,,,,,,2.20,2.20,2.10,2.50,1.90,10.90,,,,,,
2022-WUCC,2022,Dublin Gravity,IRL,,Ultimate,All,Mixed,U-A-X,,,10,,,,,,,,,,2.10,1.90,2.20,2.40,2.30,10.90,,,,,,
2022-WUCC,2022,Eintracht Frankfurt,GER,,Ultimate,All,Mixed,U-A-X,,,9,,,,,,,,,,2.11,2.11,2.67,2.44,2.44,11.78,,,,,,
2022-WUCC,2022,Ellipsis,AUS,,Ultimate,All,Mixed,U-A-X,,,10,,,,,,,,,,1.80,2.00,1.90,2.30,2.00,10.00,,,,,,
2022-WUCC,2022,Euforia,COL,,Ultimate,All,Mixed,U-A-X,,,10,,,,,,,,,,1.70,2.20,1.90,2.00,1.90,9.70,,,,,,
2022-WUCC,2022,FABulous,SUI,,Ultimate,All,Mixed,U-A-X,,,10,,,,,,,,,,1.70,2.00,2.20,2.20,2.00,10.10,,,,,,
2022-WUCC,2022,Fireflies,HKG,,Ultimate,All,Mixed,U-A-X,,,8,,,,,,,,,,1.88,2.13,2.00,2.50,2.25,10.75,,,,,,
2022-WUCC,2022,Flying Angels Bern,SUI,,Ultimate,All,Mixed,U-A-X,,,10,,,,,,,,,,1.90,1.90,2.40,2.60,2.60,11.40,,,,,,
2022-WUCC,2022,Force Elektro,NED,,Ultimate,All,Mixed,U-A-X,,,10,,,,,,,,,,2.00,2.10,2.60,2.60,2.10,11.40,,,,,,
2022-WUCC,2022,Freespeed,SUI,,Ultimate,All,Mixed,U-A-X,,,10,,,,,,,,,,2.00,2.30,2.50,2.20,2.40,11.40,,,,,,
2022-WUCC,2022,FucZH,SUI,,Ultimate,All,Mixed,U-A-X,,,8,,,,,,,,,,1.88,1.75,2.00,2.00,2.00,9.63,,,,,,
2022-WUCC,2022,Furious George,CAN,,Ultimate,All,Mixed,U-A-X,,,11,,,,,,,,,,2.09,2.09,2.18,2.64,2.55,11.55,,,,,,
2022-WUCC,2022,Fury,USA,,Ultimate,All,Mixed,U-A-X,,,9,,,,,,,,,,1.89,1.89,2.00,2.33,2.00,10.11,,,,,,
2022-WUCC,2022,Fusion,CAN,,Ultimate,All,Mixed,U-A-X,,,10,,,,,,,,,,1.90,2.00,1.90,2.30,2.10,10.20,,,,,,
2022-WUCC,2022,Gentle,BEL,,Ultimate,All,Open,U-A-M,,,10,,,,,,,,,,1.90,1.90,1.80,2.20,2.30,10.10,,,,,,
2022-WUCC,2022,GOAT,CAN,,Ultimate,All,Open,U-A-M,,,10,,,,,,,,,,1.90,1.90,2.30,2.10,2.20,10.40,,,,,,
2022-WUCC,2022,GRUT,NED,,Ultimate,All,Open,U-A-M,,,8,,,,,,,,,,1.63,1.88,1.88,1.88,2.13,9.38,,,,,,
2022-WUCC,2022,Guayota,ESP,,Ultimate,All,Open,U-A-M,,,9,,,,,,,,,,1.67,1.56,2.11,2.00,2.22,9.56,,,,,,
2022-WUCC,2022,Hammers Ultimate Buenos Aires,ARG,,Ultimate,All,Open,U-A-M,,,8,,,,,,,,,,1.88,1.63,1.75,2.38,2.00,9.63,,,,,,
2022-WUCC,2022,High Tide,IND,,Ultimate,All,Open,U-A-M,,,8,,,,,,,,,,1.63,2.13,2.13,2.38,2.13,10.38,,,,,,
2022-WUCC,2022,HUCK,JPN,,Ultimate,All,Open,U-A-M,,,10,,,,,,,,,,1.80,1.80,2.20,2.20,2.00,10.00,,,,,,
2022-WUCC,2022,Hybrid,USA,,Ultimate,All,Open,U-A-M,,,10,,,,,,,,,,1.80,2.00,2.40,2.50,2.40,11.10,,,,,,
2022-WUCC,2022,Iceni,GBR,,Ultimate,All,Open,U-A-M,,,10,,,,,,,,,,2.00,2.00,2.10,2.40,2.10,10.60,,,,,,
2022-WUCC,2022,IKU!,JPN,,Ultimate,All,Open,U-A-M,,,8,,,,,,,,,,1.88,2.13,2.38,2.50,2.13,11.00,,,,,,
2022-WUCC,2022,Iris,CAN,,Ultimate,All,Open,U-A-M,,,11,,,,,,,,,,1.73,1.91,2.00,2.27,2.27,10.18,,,,,,
2022-WUCC,2022,Iznogood,FRA,,Ultimate,All,Open,U-A-M,,,11,,,,,,,,,,2.00,1.91,1.82,1.82,2.09,9.64,,,,,,
2022-WUCC,2022,jinX,GER,,Ultimate,All,Open,U-A-M,,,11,,,,,,,,,,2.09,2.00,2.09,2.27,2.09,10.55,,,,,,
2022-WUCC,2022,KFK (Københavns Frisbee Klub),DEN,,Ultimate,All,Open,U-A-M,,,11,,,,,,,,,,1.82,1.82,2.18,2.18,2.09,10.09,,,,,,
2022-WUCC,2022,Koels,SGP,,Ultimate,All,Open,U-A-M,,,9,,,,,,,,,,1.89,1.78,3.00,2.89,2.78,12.33,,,,,,
2022-WUCC,2022,La Septima,COL,,Ultimate,All,Open,U-A-M,,,10,,,,,,,,,,1.90,2.10,1.90,2.30,2.10,10.30,,,,,,
2022-WUCC,2022,LAB,CAN,,Ultimate,All,Open,U-A-M,,,8,,,,,,,,,,1.88,1.63,2.13,2.13,2.38,10.13,,,,,,
2022-WUCC,2022,Lunch Box Ultimate Club,AUS,,Ultimate,All,Open,U-A-M,,,9,,,,,,,,,,2.33,1.89,2.11,2.33,2.56,11.22,,,,,,
2022-WUCC,2022,Macondo,COL,,Ultimate,All,Open,U-A-M,,,9,,,,,,,,,,1.78,1.67,2.11,2.22,2.00,9.78,,,,,,
2022-WUCC,2022,Mainzelrenner,GER,,Ultimate,All,Open,U-A-M,,,10,,,,,,,,,,1.90,2.20,2.10,2.40,2.50,11.10,,,,,,
2022-WUCC,2022,Makawua,COL,,Ultimate,All,Open,U-A-M,,,10,,,,,,,,,,2.00,2.00,2.40,2.50,2.30,11.20,,,,,,
2022-WUCC,2022,Malafama,MEX,,Ultimate,All,Open,U-A-M,,,10,,,,,,,,,,1.90,1.80,2.40,2.30,2.10,10.50,,,,,,
2022-WUCC,2022,Meclao',DOM,,Ultimate,All,Open,U-A-M,,,9,,,,,,,,,,1.67,2.00,2.11,2.33,2.00,10.11,,,,,,
2022-WUCC,2022,Melbourne Ellipsis,AUS,,Ultimate,All,Open,U-A-M,,,10,,,,,,,,,,2.10,1.60,2.40,2.20,2.40,10.70,,,,,,
2022-WUCC,2022,Melbourne Juggernaut,AUS,,Ultimate,All,Open,U-A-M,,,10,,,,,,,,,,1.80,2.00,2.10,2.80,2.60,11.30,,,,,,
2022-WUCC,2022,Mephisto,CAN,,Ultimate,All,Open,U-A-M,,,11,,,,,,,,,,2.09,1.73,2.18,2.09,2.64,10.73,,,,,,
2022-WUCC,2022,Monkeys,FRA,,Ultimate,All,Open,U-A-M,,,9,,,,,,,,,,1.67,1.78,2.11,2.56,2.11,10.22,,,,,,
2022-WUCC,2022,Mooncatchers,BEL,,Ultimate,All,Open,U-A-M,,,10,,,,,,,,,,2.10,1.70,2.10,2.20,2.50,10.60,,,,,,
2022-WUCC,2022,MUD,JPN,,Ultimate,All,Open,U-A-M,,,11,,,,,,,,,,2.00,2.36,2.18,2.55,2.36,11.45,,,,,,
2022-WUCC,2022,Mutiny,RSA,,Ultimate,All,Open,U-A-M,,,10,,,,,,,,,,2.00,2.30,2.50,2.80,2.80,12.40,,,,,,
2022-WUCC,2022,Nightlock,USA,,Ultimate,All,Open,U-A-M,,,10,,,,,,,,,,2.00,2.00,2.20,2.40,2.30,10.90,,,,,,
2022-WUCC,2022,Njord,DEN,,Ultimate,All,Open,U-A-M,,,10,,,,,,,,,,2.10,2.10,2.40,2.20,2.60,11.40,,,,,,
2022-WUCC,2022,NOISE,USA,,Ultimate,All,Open,U-A-M,,,8,,,,,,,,,,2.25,1.88,2.25,2.25,2.50,11.13,,,,,,
2022-WUCC,2022,Nomadic Tribe,JPN,,Ultimate,All,Open,U-A-M,,,11,,,,,,,,,,1.82,1.82,2.18,2.55,2.18,10.55,,,,,,
2022-WUCC,2022,Otters,SGP,,Ultimate,All,Open,U-A-M,,,10,,,,,,,,,,1.90,1.50,2.20,2.30,1.90,9.80,,,,,,
2022-WUCC,2022,Owls UC,BEL,,Ultimate,All,Open,U-A-M,,,7,,,,,,,,,,1.71,2.14,2.29,2.29,2.00,10.43,,,,,,
2022-WUCC,2022,Pangolins,SGP,,Ultimate,All,Open,U-A-M,,,10,,,,,,,,,,1.90,1.40,1.70,2.20,2.30,9.50,,,,,,
2022-WUCC,2022,Parcha,USA,,Ultimate,All,Open,U-A-M,,,10,,,,,,,,,,2.20,1.80,2.20,1.80,2.00,10.00,,,,,,
2022-WUCC,2022,PBHG,CAN,,Ultimate,All,Open,U-A-M,,,9,,,,,,,,,,1.89,1.78,2.33,2.78,2.44,11.22,,,,,,
2022-WUCC,2022,Pie Wagon,AUS,,Ultimate,All,Open,U-A-M,,,7,,,,,,,,,,2.00,1.86,2.43,2.71,2.29,11.29,,,,,,
2022-WUCC,2022,PoNY,USA,,Ultimate,All,Open,U-A-M,,,10,,,,,,,,,,2.00,2.10,2.00,1.90,2.20,10.20,,,,,,
2022-WUCC,2022,Pop Ultimate,USA,,Ultimate,All,Open,U-A-M,,,9,,,,,,,,,,1.67,1.78,2.00,2.00,1.89,9.33,,,,,,
2022-WUCC,2022,PUC Ultimate,FRA,,Ultimate,All,Open,U-A-M,,,9,,,,,,,,,,2.00,2.11,2.22,2.33,2.00,10.67,,,,,,
2022-WUCC,2022,Pussin Tiristäjät (PuTi),FIN,,Ultimate,All,Open,U-A-M,,,8,,,,,,,,,,1.75,1.75,1.88,2.38,2.13,9.88,,,,,,
2022-WUCC,2022,Raleigh Phoenix,USA,,Ultimate,All,Open,U-A-M,,,10,,,,,,,,,,1.70,1.90,1.90,2.00,2.00,9.50,,,,,,
2022-WUCC,2022,Raleigh Ring of Fire,USA,,Ultimate,All,Women,U-A-W,,,10,,,,,,,,,,1.80,1.60,1.90,2.10,1.90,9.30,,,,,,
2022-WUCC,2022,Ranelagh,IRL,,Ultimate,All,Women,U-A-W,,,10,,,,,,,,,,1.90,1.70,2.10,2.30,2.50,10.50,,,,,,
2022-WUCC,2022,Rascals,JPN,,Ultimate,All,Women,U-A-W,,,10,,,,,,,,,,1.80,2.30,2.20,2.60,2.20,11.10,,,,,,
2022-WUCC,2022,RATELS,JPN,,Ultimate,All,Women,U-A-W,,,8,,,,,,,,,,2.00,2.00,1.25,1.00,0.88,7.13,,,,,,
2022-WUCC,2022,Reading Ultimate,GBR,,Ultimate,All,Women,U-A-W,,,8,,,,,,,,,,2.00,2.00,2.13,2.13,2.50,10.75,,,,,,
2022-WUCC,2022,Red Flag,CAN,,Ultimate,All,Women,U-A-W,,,8,,,,,,,,,,1.63,1.50,1.75,2.00,1.75,8.63,,,,,,
2022-WUCC,2022,Revolution,COL,,Ultimate,All,Women,U-A-W,,,10,,,,,,,,,,2.00,2.00,2.10,2.40,2.20,10.70,,,,,,
2022-WUCC,2022,Rhino Slam!,USA,,Ultimate,All,Women,U-A-W,,,10,,,,,,,,,,2.00,2.10,2.30,2.40,2.20,11.00,,,,,,
2022-WUCC,2022,Salty,CAN,,Ultimate,All,Women,U-A-W,,,9,,,,,,,,,,1.78,2.00,2.22,2.33,2.00,10.33,,,,,,
2022-WUCC,2022,SCRAM,GBR,,Ultimate,All,Women,U-A-W,,,9,,,,,,,,,,2.00,1.78,1.89,2.11,2.00,9.78,,,,,,
2022-WUCC,2022,Seagulls Hamburg,GER,,Ultimate,All,Women,U-A-W,,,11,,,,,,,,,,1.91,1.91,2.18,2.18,2.55,10.73,,,,,,
2022-WUCC,2022,Seattle Mixtape,USA,,Ultimate,All,Women,U-A-W,,,8,,,,,,,,,,1.63,1.88,2.00,1.88,2.13,9.50,,,,,,
2022-WUCC,2022,Seattle Riot,USA,,Ultimate,All,Women,U-A-W,,,9,,,,,,,,,,1.89,1.89,1.89,2.33,2.00,10.00,,,,,,
2022-WUCC,2022,Seattle Sockeye,USA,,Ultimate,All,Women,U-A-W,,,10,,,,,,,,,,2.00,2.10,2.20,1.90,2.20,10.40,,,,,,
2022-WUCC,2022,SMOG 1,GBR,,Ultimate,All,Women,U-A-W,,,8,,,,,,,,,,2.00,2.00,2.50,2.63,2.25,11.38,,,,,,
2022-WUCC,2022,SMOG Rising,GBR,,Ultimate,All,Women,U-A-W,,,8,,,,,,,,,,1.75,1.75,2.25,2.13,2.00,9.88,,,,,,
2022-WUCC,2022,Spanglish,VEN,,Ultimate,All,Women,U-A-W,,,10,,,,,,,,,,1.40,2.00,1.90,2.70,2.20,10.20,,,,,,
2022-WUCC,2022,Spice Ultimate,GBR,,Ultimate,All,Women,U-A-W,,,9,,,,,,,,,,2.00,2.00,2.33,2.33,2.56,11.22,,,,,,
2022-WUCC,2022,Stella,CAN,,Ultimate,All,Women,U-A-W,,,9,,,,,,,,,,2.00,1.67,2.11,2.11,2.00,9.89,,,,,,
2022-WUCC,2022,SUFC Valhalla,SWE,,Ultimate,All,Women,U-A-W,,,7,,,,,,,,,,1.71,1.71,2.29,2.14,2.14,10.00,,,,,,
2022-WUCC,2022,Sunder,AUS,,Ultimate,All,Women,U-A-W,,,10,,,,,,,,,,2.00,2.00,2.60,2.60,2.20,11.40,,,,,,
2022-WUCC,2022,Swampybarg,JPN,,Ultimate,All,Women,U-A-W,,,10,,,,,,,,,,1.80,1.90,2.10,2.50,2.20,10.50,,,,,,
2022-WUCC,2022,SYC,GBR,,Ultimate,All,Women,U-A-W,,,9,,,,,,,,,,2.00,2.00,2.11,2.56,2.11,10.78,,,,,,
2022-WUCC,2022,Tabby Rosa,USA,,Ultimate,All,Women,U-A-W,,,10,,,,,,,,,,1.90,2.00,2.30,2.50,2.20,10.90,,,,,,
2022-WUCC,2022,Tchac,FRA,,Ultimate,All,Women,U-A-W,,,11,,,,,,,,,,2.09,1.91,2.09,2.36,2.73,11.18,,,,,,
2022-WUCC,2022,TOKYO Mavericks,JPN,,Ultimate,All,Women,U-A-W,,,10,,,,,,,,,,1.90,2.00,1.90,2.10,2.10,10.00,,,,,,
2022-WUCC,2022,Traffic,CAN,,Ultimate,All,Women,U-A-W,,,11,,,,,,,,,,1.91,2.00,2.18,2.18,2.18,10.45,,,,,,
2022-WUCC,2022,Two Oceans,PAN,,Ultimate,All,Women,U-A-W,,,8,,,,,,,,,,1.25,1.13,1.63,1.63,1.63,7.25,,,,,,
2022-WUCC,2022,Union,CAN,,Ultimate,All,Women,U-A-W,,,7,,,,,,,,,,2.00,2.00,2.00,2.57,2.14,10.71,,,,,,
2022-WUCC,2022,URO Monster,COL,,Ultimate,All,Women,U-A-W,,,9,,,,,,,,,,1.44,1.78,1.33,1.78,1.78,8.11,,,,,,
2022-WUCC,2022,Voltaje,COL,,Ultimate,All,Women,U-A-W,,,7,,,,,,,,,,1.57,2.00,2.14,2.29,2.29,10.29,,,,,,
2022-WUCC,2022,W.underteam,AUT,,Ultimate,All,Women,U-A-W,,,9,,,,,,,,,,1.78,1.78,2.22,2.78,2.33,10.89,,,,,,
2022-WUCC,2022,Wall City,GER,,Ultimate,All,Women,U-A-W,,,10,,,,,,,,,,2.10,2.40,2.50,2.60,2.70,12.30,,,,,,
2022-WUCC,2022,Warao Ultimate Venezuela,VEN,,Ultimate,All,Women,U-A-W,,,9,,,,,,,,,,1.78,1.67,2.33,1.78,2.22,9.78,,,,,,
2022-WUCC,2022,Wildcats,NZL,,Ultimate,All,Women,U-A-W,,,9,,,,,,,,,,2.00,2.00,2.33,2.44,2.56,11.33,,,,,,
2022-WUCC,2022,Wollongong Krank,AUS,,Ultimate,All,Women,U-A-W,,,7,,,,,,,,,,2.00,1.86,2.43,2.14,2.00,10.43,,,,,,
2022-WUCC,2022,Yaka,FRA,,Ultimate,All,Women,U-A-W,,,10,,,,,,,,,,1.90,1.70,1.70,2.20,2.00,9.50,,,,,,
2022-WUCC,2022,Zen Ultimate Club,COL,,Ultimate,All,Women,U-A-W,,,7,,,,,,,,,,1.57,1.86,2.29,2.57,1.71,10.00,,,,,,
2022-WJUC,2022,Colombia,COL,,Ultimate,U20,Mixed,U-U20-X,,,10,,,,,,,,,,1.40,1.90,1.90,2.30,1.80,9.30,,,,,,
2022-WJUC,2022,Hungary,HUN,,Ultimate,U20,Mixed,U-U20-X,,,9,,,,,,,,,,1.11,1.78,1.56,2.22,2.11,8.78,,,,,,
2022-WJUC,2022,Israel,ISR,,Ultimate,U20,Mixed,U-U20-X,,,9,,,,,,,,,,1.89,1.89,2.11,2.67,2.33,10.89,,,,,,
2022-WJUC,2022,Netherlands,NED,,Ultimate,U20,Mixed,U-U20-X,,,9,,,,,,,,,,1.89,1.56,2.00,1.78,2.44,9.67,,,,,,
2022-WJUC,2022,Switzerland,SUI,,Ultimate,U20,Mixed,U-U20-X,,,9,,,,,,,,,,2.22,1.89,2.11,2.44,2.22,10.89,,,,,,
2022-WJUC,2022,Slovakia,SVK,,Ultimate,U20,Mixed,U-U20-X,,,9,,,,,,,,,,1.78,1.78,2.33,2.33,2.78,11.00,,,,,,
2022-WJUC,2022,Sweden,SWE,,Ultimate,U20,Mixed,U-U20-X,,,9,,,,,,,,,,1.89,1.33,1.67,2.11,2.00,9.00,,,,,,
2022-WJUC,2022,Austria,AUT,,Ultimate,U20,Open/Men,U-U20-M,,,9,,,,,,,,,,2.00,2.11,2.78,2.56,2.67,12.11,,,,,,
2022-WJUC,2022,Belgium,BEL,,Ultimate,U20,Open/Men,U-U20-M,,,9,,,,,,,,,,1.89,2.22,2.33,2.44,2.44,11.33,,,,,,
2022-WJUC,2022,Canada,CAN,,Ultimate,U20,Open/Men,U-U20-M,,,9,,,,,,,,,,1.89,2.33,2.33,2.33,2.67,11.56,,,,,,
2022-WJUC,2022,Colombia,COL,,Ultimate,U20,Open/Men,U-U20-M,,,9,,,,,,,,,,1.67,1.78,2.22,2.78,1.89,10.33,,,,,,
2022-WJUC,2022,Czech Republic,CZE,,Ultimate,U20,Open/Men,U-U20-M,,,8,,,,,,,,,,2.00,2.00,2.00,2.25,2.50,10.75,,,,,,
2022-WJUC,2022,France,FRA,,Ultimate,U20,Open/Men,U-U20-M,,,10,,,,,,,,,,1.80,1.80,1.80,2.30,2.10,9.80,,,,,,
2022-WJUC,2022,Great Britain,GBR,,Ultimate,U20,Open/Men,U-U20-M,,,9,,,,,,,,,,2.00,1.33,1.78,1.78,2.11,9.00,,,,,,
2022-WJUC,2022,Germany,GER,,Ultimate,U20,Open/Men,U-U20-M,,,9,,,,,,,,,,1.78,2.33,2.33,2.11,2.11,10.67,,,,,,
2022-WJUC,2022,Italy,ITA,,Ultimate,U20,Open/Men,U-U20-M,,,10,,,,,,,,,,1.80,1.80,2.10,2.50,2.00,10.20,,,,,,
2022-WJUC,2022,New Zealand,NZL,,Ultimate,U20,Open/Men,U-U20-M,,,9,,,,,,,,,,1.78,2.11,2.22,2.00,2.11,10.22,,,,,,
2022-WJUC,2022,Poland,POL,,Ultimate,U20,Open/Men,U-U20-M,,,8,,,,,,,,,,1.88,2.13,2.25,2.75,1.88,10.88,,,,,,
2022-WJUC,2022,United States of America,USA,,Ultimate,U20,Open/Men,U-U20-M,,,9,,,,,,,,,,2.00,2.11,2.33,2.56,2.44,11.44,,,,,,
2022-WJUC,2022,Austria,AUT,,Ultimate,U20,Women,U-U20-W,,,9,,,,,,,,,,2.00,2.11,2.44,2.67,2.78,12.00,,,,,,
2022-WJUC,2022,Canada,CAN,,Ultimate,U20,Women,U-U20-W,,,10,,,,,,,,,,1.80,1.70,2.00,2.20,2.20,9.90,,,,,,
2022-WJUC,2022,Czech Republic,CZE,,Ultimate,U20,Women,U-U20-W,,,9,,,,,,,,,,2.00,1.89,2.22,2.44,2.11,10.67,,,,,,
2022-WJUC,2022,France,FRA,,Ultimate,U20,Women,U-U20-W,,,9,,,,,,,,,,1.78,1.56,2.22,2.56,1.89,10.00,,,,,,
2022-WJUC,2022,Great Britain,GBR,,Ultimate,U20,Women,U-U20-W,,,9,,,,,,,,,,1.78,2.22,2.44,2.67,2.56,11.67,,,,,,
2022-WJUC,2022,Germany,GER,,Ultimate,U20,Women,U-U20-W,,,9,,,,,,,,,,2.00,1.89,2.33,2.44,2.22,10.89,,,,,,
2022-WJUC,2022,Italy,ITA,,Ultimate,U20,Women,U-U20-W,,,10,,,,,,,,,,1.80,1.50,1.60,2.00,2.00,8.90,,,,,,
2022-WJUC,2022,New Zealand,NZL,,Ultimate,U20,Women,U-U20-W,,,9,,,,,,,,,,1.89,2.22,2.67,2.56,2.56,11.89,,,,,,
2022-WJUC,2022,Poland,POL,,Ultimate,U20,Women,U-U20-W,,,9,,,,,,,,,,1.89,1.89,2.00,2.56,2.11,10.44,,,,,,
